AAAACCPR: ACCAPARA
AEEMSTUV: ETUVAMES
AEENNNNO: ANNONEEN
AEENNNOS: ANONNEES
          NASONNEE
AEENNNPT: EPANNENT
          PANTENNE
AEENNNRT: ENRENANT
AEENNNST: ANTENNES
AEENNNTX: ANNEXENT
AEENNOPR: EPERONNA
AEENNOPT: TAPONNEE
AEENNORT: ETONNERA
          RATONNEE
AEENNORV: VARONNEE
AEENNORY: RAYONNEE
AEENNOST: ANNOTEES
AEENNOSV: SAVONNEE
AEENNPPR: APPRENNE
AEENNPRT: EPRENANT
          PANERENT
          PRENANTE
AEENNPST: PANTENES
          PENSANTE
          PENTANES
AEENNRRV: VERRANNE
AEENNRST: ETRENNAS
AEENNRSU: SURANNEE
AEENNRSV: VARENNES
AEENNRSY: ARYENNES
AEENNRTT: ENTRANTE
          ETRENNAT
          RETENANT
AEENNRTU: AUNERENT
AEENNRTV: ENERVANT
          REVENANT
          VENERANT
AEENNRTY: ENRAYENT
AEENNRTZ: TANNEREZ
AEENNRVZ: VANNEREZ
AEENNSST: ASSENENT
AEENNSTT: TENANTES
AEENNSTU: TANNEUSE
AEENNSTV: ENVASENT
          VENANTES
AEENNSUV: VANNEUSE
AEENNTTT: ENTETANT
          TENTANTE
AEENNTTV: EVENTANT
          VANNETTE
AEENOPRT: OPERANTE
AEENOPSS: PANOSSEE
AEENOPST: ANTEPOSE
AEENORRS: AERERONS
AEENORRT: AERERONT
          RENOTERA
AEENORRU: ENROUERA
          RENOUERA
AEENORRV: RENOVERA
AEENORSU: ENOUERAS
AEENORSX: EXONERAS
AEENORTX: EXONERAT
AEENOSSU: ENOUASSE
AEENOSTU: ENOUATES
AEENOTUY: NOYAUTEE
AEENPPRZ: APPRENEZ
          NAPPEREZ
AEENPQTU: PETANQUE
AEENPRRT: ARPENTER
          PARERENT
          RAPERENT
          REPARENT
          REPERANT
          TREPANER
AEENPRSS: PENSERAS
          PERSANES
          REPENSAS
AEENPRST: ARPENTES
          ESPANTER
          ESPERANT
          PARENTES
          PATERNES
          PENETRAS
          PRESENTA
          REPENSAT
          REPESANT
          SAPERENT
          SEPARENT
          SERPENTA
          TREPANES
AEENPRSY: APYRENES
AEENPRSZ: PANSEREZ
AEENPRTT: PATENTER
          PENETRAT
          REPETANT
          RETAPENT
          TAPERENT
AEENPRTU: APEURENT
          EPEURANT
          PETUNERA
AEENPRTV: PAVERENT
          REPAVENT
AEENPRTY: PAYERENT
          PRYTANEE
          REPAYENT
AEENPRTZ: ARPENTEZ
          TREPANEZ
AEENPRUV: PARVENUE
AEENPRVZ: PARVENEZ
AEENPSSS: PENSASSE
AEENPSST: ESPANTES
          PENSATES
          PESANTES
AEENPSSU: PANSEUSE
AEENPSSX: EXPANSES
AEENPSTT: PATENTES
          PETANTES
          SEPTANTE
AEENPSTZ: ESPANTEZ
AEENPTTZ: PATENTEZ
AEENQRRU: ENQUERRA
AEENQRSU: ENARQUES
AEENQRTU: QUATERNE
AEENQRUU: ENUQUERA
AEENQSSU: SEQUANES
AEENQSTU: ENQUETAS
AEENQTTU: ENQUETAT
AEENRRRT: ARRENTER
          RENTRERA
AEENRRRV: RENVERRA
AEENRRRZ: NARREREZ
AEENRRSS: ENSERRAS
AEENRRST: ARRENTES
          ENSERRAT
          ENTERRAS
          ENTRERAS
          ERRANTES
          RASERENT
          RENTERAS
          SERRANTE
AEENRRSV: ARVERNES
          ENVERRAS
          RENVERSA
AEENRRTT: ARRETENT
          ENTARTER
          ENTARTRE
          ENTERRAT
          RATERENT
          TARERENT
AEENRRTV: ENTRAVER
          REVERANT
AEENRRTY: RAYERENT
          RENTRAYE
AEENRRTZ: ARRENTEZ
AEENRRUY: ENRAYURE
AEENRRVZ: NAVREREZ
AEENRSST: ENTASSER
          ENTRASSE
          REASSENT
          RENTASSE
AEENRSSU: NAREUSES
AEENRSTT: ENTARTES
          ENTRATES
          RENETTAS
          RENTATES
          RESTANTE
          RETENTAS
          TARENTES
          TENTERAS
AEENRSTU: ETERNUAS
          SENATEUR
AEENRSTV: ENTRAVES
          EVENTRAS
          SERVANTE
          TAVERNES
          VASERENT
          VERSANTE
          VETERANS
AEENRSTX: ENTRAXES
AEENRSUU: URANEUSE
AEENRSUZ: AZUREENS
          SAUNEREZ
AEENRSVX: NEVRAXES
AEENRTTT: ATTENTER
          RENETTAT
          RETATENT
          RETENTAT
          TATERENT
AEENRTTU: ATTENUER
          ENTRETUA
          ETERNUAT
AEENRTTV: EVENTRAT
          NAVETTER
          REVETANT
AEENRTTX: EXTERNAT
          EXTRANET
          RETAXENT
          TAXERENT
AEENRTTZ: ENTARTEZ
          NATTEREZ
AEENRTUV: AVENTURE
AEENRTUX: ENTERAUX
AEENRTVZ: ENTRAVEZ
          VANTEREZ
AEENSSST: ENTASSES
AEENSSSV: VANESSES
AEENSSTT: TENTASSE
AEENSSTY: ASSEYENT
          ESSAYENT
          SAYNETES
          SEYANTES
AEENSSTZ: ENTASSEZ
AEENSTTT: ATTENTES
          TENTATES
AEENSTTU: ATTENUES
AEENSTTV: NAVETTES
AEENSTUX: EXTENUAS
AEENSTVX: VEXANTES
AEENSUUX: NAUSEEUX
AEENSVVY: VEVEYSAN
AEENTTTW: TWEETANT
AEENTTTZ: ATTENTEZ
AEENTTUX: EXTENUAT
AEENTTUZ: ATTENUEZ
AEENTTVZ: NAVETTEZ
AEENTUVX: VENTEAUX
AEENTYZZ: ZEZAYENT
AEEOPPRT: APPORTEE
AEEOPPSS: APPOSEES
AEEOPRRR: PERORERA
AEEOPRRS: OPERERAS
          REOPERAS
          REPOSERA
AEEOPRRT: REOPERAT
AEEOPRRV: EVAPORER
AEEOPRSS: OPERASSE
AEEOPRST: OPERATES
          PROTEASE
AEEOPRSU: EPOUSERA
AEEOPRSV: EVAPORES
AEEOPRSX: EXPOSERA
          REEXPOSA
AEEOPRTU: ETOUPERA
AEEOPRVZ: EVAPOREZ
AEEOPSST: APOSTEES
          POTASSEE
AEEOPSTT: TAPOTEES
AEEOPSTV: VAPOTEES
AEEOQRUV: EVOQUERA
AEEOQSUX: EXAEQUOS
AEEOQTTU: ATTOQUEE
AEEORRSS: ARROSEES
          ESSORERA
AEEORRST: TOREERAS
AEEORRTV: REVOTERA
AEEORRTZ: ZEROTERA
AEEORRUV: OEUVRERA
AEEORRZZ: AZOREREZ
AEEORSST: TOREASSE
AEEORSTT: TAROTEES
          TOREATES
AEEORSTV: AVORTEES
AEEORSUV: SAVOUREE
AEEORTUZ: AOUTEREZ
          OUATEREZ
AEEORTZZ: AZOTEREZ
AEEORUVZ: AVOUEREZ
AEEOSSTT: STEATOSE
          TOASTEES
AEEOSTTU: TATOUEES
AEEOSTUU: OUATEUSE
AEEOSTUZ: AZOTEUSE
AEEPPRRR: PREPARER
AEEPPRRS: PREPARES
AEEPPRRT: APPRETER
          PERPETRA
          RAPPRETE
AEEPPRRY: PREPAYER
AEEPPRRZ: PREPAREZ
          RAPPEREZ
AEEPPRST: APPRETES
          TRAPPEES
AEEPPRSU: RAPPEUSE
AEEPPRSY: PREPAYES
AEEPPRTU: PERPETUA
AEEPPRTZ: APPRETEZ
AEEPPRUY: RAPPUYEE
AEEPPRYZ: PREPAYEZ
AEEPPRZZ: ZAPPEREZ
AEEPPSSS: PAPESSES
AEEPPSSW: SWAPPEES
AEEPPSTT: PAPETTES
AEEPPSUY: APPUYEES
AEEPPSUZ: ZAPPEUSE
AEEPPTTZ: ZAPPETTE
AEEPQRSU: EPARQUES
          PARQUEES
AEEPQRTU: PAQUETER
          PARQUETE
AEEPQRUZ: PAQUEREZ
AEEPQSSU: SAPEQUES
AEEPQSTU: PAQUETES
          PASTEQUE
AEEPQTTU: PAQUETTE
AEEPQTUZ: PAQUETEZ
AEEPRRRT: PARTERRE
AEEPRRSS: PARESSER
          PRESSERA
          REPASSER
AEEPRRST: PRESTERA
          PRETERAS
          REPARTES
AEEPRRSU: EPURERAS
          REPARUES
AEEPRRSV: PRESERVA
AEEPRRTU: APERTURE
          REPUTERA
AEEPRRTZ: REPARTEZ
AEEPRRUZ: APUREREZ
AEEPRSSS: PARESSES
          REPASSES
AEEPRSST: PESTERAS
          PETASSER
          PRETASSE
          TREPASSE
AEEPRSSU: EPURASSE
          PAREUSES
          RAPEUSES
AEEPRSSX: EXPASSER
AEEPRSSY: SPRAYEES
AEEPRSSZ: PARESSEZ
          PASSEREZ
          REPASSEZ
AEEPRSTT: ARPETTES
          PRETATES
AEEPRSTU: EPATEURS
          EPURATES
          PASTEURE
          PATUREES
          PETAURES
AEEPRSTZ: TRAPEZES
AEEPRSUY: SURPAYEE
AEEPRSUZ: PAUSEREZ
AEEPRTTX: PRETEXTA
AEEPRTUV: PAUVRETE
AEEPRTUZ: TAUPEREZ
AEEPSSSS: PESASSES
AEEPSSST: PESTASSE
          PETASSES
AEEPSSSU: PASSEUSE
          SAPEUSES
AEEPSSSX: EXPASSES
AEEPSSTT: PASSETTE
          PESTATES
AEEPSSTU: PATEUSES
          TAPEUSES
AEEPSSTX: SEXTAPES
AEEPSSTZ: PETASSEZ
AEEPSSUV: PAVEUSES
AEEPSSUY: PAYEUSES
AEEPSSXZ: EXPASSEZ
AEEPSTTT: TAPETTES
AEEPSTTZ: ZAPETTES
AEEQRRRU: REQUERRA
AEEQRRSU: EQUERRAS
          ESQUARRE
          QUARREES
AEEQRRTU: EQUERRAT
          ETARQUER
          TERRAQUE
AEEQRRUZ: ARQUEREZ
          RAQUEREZ
AEEQRSSU: RESEQUAS
AEEQRSTU: ETARQUES
          QUARTEES
          QUETERAS
          REQUETAS
          RESEQUAT
          TRAQUEES
AEEQRSUX: EXARQUES
AEEQRSUZ: SAQUEREZ
AEEQRTTU: RAQUETTE
          REQUETAT
AEEQRTUU: EQUATEUR
          QUEUTERA
AEEQRTUZ: ETARQUEZ
          TAQUEREZ
AEEQRUVZ: VAQUEREZ
AEEQSSTU: QUETASSE
AEEQSSUU: AQUEUSES
AEEQSSUZ: SQUEEZAS
AEEQSTTU: QUETATES
          SQUATTEE
AEEQSTUU: EQUEUTAS
AEEQSTUZ: AZTEQUES
          SQUEEZAT
AEEQTTUU: EQUEUTAT
AEERRRSS: RESSERRA
          SERRERAS
AEERRRST: TERRERAS
AEERRRSV: REVERRAS
AEERRRTT: ATTERRER
AEERRSSS: ERRASSES
          SERRASSE
AEERRSST: ESSARTER
          RESTERAS
          RETERSAS
          SARRETES
          SERRATES
          STERERAS
          TERRASSE
          TERSERAS
          TRESSERA
AEERRSSU: RASSUREE
          REASSURE
          RESSUERA
AEERRSSV: RESERVAS
          REVASSER
          REVERSAS
          SEVRERAS
          VERSERAS
AEERRSSY: RESSAYER
AEERRSTT: ATTERRES
          RETERSAT
          SARRETTE
          TARTREES
          TERRATES
AEERRSTU: RASETEUR
          RATUREES
          RESTAURE
AEERRSTV: RESERVAT
          REVERSAT
          TRAVERSE
          VERATRES
AEERRSTY: RETRAYES
AEERRSUZ: SAUREREZ
AEERRTTZ: ATTERREZ
AEERRTUX: TERREAUX
AEERRTUZ: RAZETEUR
AEERRTYZ: RETRAYEZ
AEERRUZZ: AZUREREZ
AEERSSSS: RESSASSE
AEERSSST: ESSARTES
          RESTASSE
          STERASSE
          STRASSEE
          TERSASSE
AEERSSSU: ASSUREES
          RASEUSES
AEERSSSV: REVASSES
          SEVRASSE
          VERSASSE
          VESSERAS
AEERSSSY: RASSEYES
          RESSAYES
AEERSSSZ: SASSEREZ
AEERSSTT: RASETTES
          RESTATES
          STATERES
          STERATES
          TERSATES
          TESTERAS
AEERSSTU: AUSTERES
          RESSAUTE
          SATUREES
AEERSSTV: SEVRATES
          VERSATES
AEERSSTW: SWEATERS
AEERSSTX: SEXTERAS
AEERSSTZ: ESSARTEZ
          TASSEREZ
          ZESTERAS
AEERSSUV: EVASURES
          RAVEUSES
          VAREUSES
AEERSSUY: ESSAYEUR
AEERSSVZ: REVASSEZ
AEERSSYZ: RASSEYEZ
          RESSAYEZ
          YASSEREZ
AEERSTTT: ATTESTER
AEERSTTW: RAWETTES
AEERSTTX: TEXTERAS
AEERSTUU: AUTEURES
AEERSTUV: ETUVERAS
          EVERTUAS
          VAUTREES
AEERSTUW: SWEATEUR
AEERSTUX: SURTAXEE
AEERSTUY: TRAYEUSE
AEERSTUZ: SAUTEREZ
AEERSUVX: VERSEAUX
AEERSUVZ: SAUVEREZ
AEERTTUV: EVERTUAT
AEERTTUX: TRETEAUX
AEERTUVX: VEXATEUR
AEERTUYZ: ZYEUTERA
AEERTXYZ: EXTRAYEZ
AEERUYZZ: ZEZAYEUR
AEESSSSU: SASSEUSE
AEESSSSV: VESSASSE
AEESSSSX: SEXASSES
AEESSSTT: ASSETTES
          TESTASSE
          TETASSES
AEESSSTV: VESSATES
AEESSSTX: SEXTASSE
AEESSSTZ: ZESTASSE
AEESSSUV: VASEUSES
AEESSSUY: YASSEUSE
AEESSSVX: VEXASSES
AEESSTTT: ATTESTES
          TASSETTE
          TESTATES
AEESSTTU: STATUEES
          TATEUSES
AEESSTTX: SEXTATES
          TEXTASSE
AEESSTTZ: ZESTATES
AEESSTUU: SAUTEUSE
AEESSTUV: ETUVASSE
          SAUVETES
AEESSUUV: SAUVEUSE
AEESTTTX: TEXTATES
AEESTTTZ: ATTESTEZ
AEESTTUV: ETUVATES
          SAUVETTE
AEETTUUY: TUYAUTEE
AEFFFIIS: FIEFFAIS
AEFFFIIT: FIEFFAIT
AEFFFINT: FIEFFANT
AEFFGGIR: GRIFFAGE
AEFFGILR: AFFLIGER
AEFFGILS: AFFLIGES
          SIFFLAGE
AEFFGILZ: AFFLIGEZ
AEFFGIRR: AGRIFFER
          GRIFFERA
AEFFGIRS: AGRIFFES
          GREFFAIS
AEFFGIRT: GRAFFITE
          GREFFAIT
AEFFGIRZ: AGRIFFEZ
          GRAFFIEZ
AEFFGNRT: GRAFFENT
          GREFFANT
AEFFGRRU: GRAFFEUR
AEFFGRSU: GAFFEURS
          SUFFRAGE
AEFFIIKR: KIFFERAI
AEFFIILR: AFFILIER
AEFFIILS: AFFILIES
          EFFILAIS
          FALSIFIE
AEFFIILT: EFFILAIT
AEFFIILZ: AFFILIEZ
AEFFIINT: AFFINITE
AEFFIINZ: AFFINIEZ
AEFFIIPR: PIFFERAI
AEFFIIPZ: PIAFFIEZ
AEFFIIRT: EFFRITAI
AEFFIKMS: KIFFAMES
AEFFIKRS: KIFFERAS
AEFFIKSS: KIFFASSE
AEFFIKST: KIFFATES
AEFFILNT: AFFILENT
          EFFILANT
AEFFILOR: AFFRIOLE
AEFFILOZ: AFFOLIEZ
AEFFILRS: SIFFLERA
AEFFILRU: AFFILEUR
          FAUFILER
AEFFILSU: FAUFILES
AEFFILUV: EFFLUVAI
AEFFILUZ: AFFLUIEZ
          FAUFILEZ
AEFFIMPR: EMPIFFRA
AEFFIMPS: PIFFAMES
AEFFIMRR: AFFERMIR
          AFFIRMER
          RAFFERMI
AEFFIMRS: AFFERMIS
          AFFIRMES
AEFFIMRT: AFFERMIT
AEFFIMRZ: AFFIRMEZ
AEFFIMUX: MAFFIEUX
AEFFINNT: AFFINENT
AEFFINOS: OFFENSAI
AEFFINPT: PIAFFENT
AEFFINRR: RAFFINER
AEFFINRS: RAFFINES
          SNIFFERA
AEFFINRU: AFFINEUR
AEFFINRZ: RAFFINEZ
AEFFIORR: FORFAIRE
AEFFIORT: FORFAITE
AEFFIOSS: ASSOIFFE
AEFFIOST: ETOFFAIS
AEFFIOTT: ETOFFAIT
AEFFIOTU: ETOUFFAI
AEFFIPRR: PIFFRERA
AEFFIPRS: PIAFFERS
          PIFFERAS
AEFFIPRU: PIAFFEUR
AEFFIPSS: PIFFASSE
AEFFIPST: PIFFATES
AEFFIQRU: AFFRIQUE
AEFFIQTU: AFFIQUET
AEFFIRST: EFFRITAS
AEFFIRSU: SUIFFERA
AEFFIRTT: EFFRITAT
AEFFIRTU: AFFRUITE
AEFFISTZ: STAFFIEZ
AEFFITUZ: AFFUTIEZ
AEFFLMOR: MOFFLERA
AEFFLMSU: MAFFLUES
AEFFLNOT: AFFOLENT
AEFFLNTU: AFFLUENT
AEFFLORR: RAFFOLER
AEFFLORS: RAFFOLES
AEFFLORU: AFFLOUER
AEFFLORZ: RAFFOLEZ
AEFFLOSU: AFFLOUES
AEFFLOUZ: AFFLOUEZ
AEFFLRSU: FARFELUS
AEFFLSUV: EFFLUVAS
AEFFLTUV: EFFLUVAT
AEFFNNOS: EFFANONS
AEFFNORS: AFFERONS
          EFFARONS
AEFFNORT: AFFRONTE
          OFFRANTE
AEFFNOSS: OFFENSAS
AEFFNOST: OFFENSAT
AEFFNOTT: ETOFFANT
AEFFNSTT: STAFFENT
AEFFNTTU: AFFUTENT
AEFFOPRU: POUFFERA
AEFFOSTU: ETOUFFAS
AEFFOTTU: ETOUFFAT
AEFFRRTU: RAFFUTER
          TRUFFERA
AEFFRSTU: RAFFUTES
          STAFFEUR
AEFFRTTU: TARTUFFE
AEFFRTUU: AFFUTEUR
AEFFRTUZ: RAFFUTEZ
AEFFTUUX: TUFFEAUX
AEFGGINR: GRAFIGNE
AEFGGLNO: GONFLAGE
AEFGIIIL: GELIFIAI
AEFGIILN: AIGLEFIN
          INFLIGEA
AEFGIILR: GIFLERAI
AEFGIILS: GELIFIAS
AEFGIILT: GELIFIAT
AEFGIIMN: MAGNIFIE
AEFGIIMU: FUMIGEAI
AEFGIINR: AIGREFIN
AEFGIINS: FEIGNAIS
AEFGIINT: FEIGNAIT
AEFGIIRS: FIGERAIS
AEFGIIRT: FIGERAIT
          GATIFIER
          GRATIFIE
AEFGIIRU: REFUGIAI
AEFGIIST: FASTIGIE
          GATIFIES
AEFGIITZ: GATIFIEZ
AEFGILMS: FILMAGES
          GIFLAMES
AEFGILNR: FRINGALE
AEFGILOR: GOLFERAI
AEFGILRS: FRAGILES
          GIFLERAS
AEFGILRT: FILTRAGE
AEFGILSS: GIFLASSE
AEFGILST: GIFLATES
AEFGIMNU: FUMAGINE
AEFGIMRU: FUMIGERA
AEFGIMSU: FUMIGEAS
AEFGIMTU: FUMIGEAT
AEFGINNR: FRANGINE
AEFGINNT: FEIGNANT
AEFGINRZ: FRANGIEZ
AEFGINST: AGENTIFS
          NEGATIFS
AEFGIORR: FORGERAI
AEFGIORS: FORGEAIS
AEFGIORT: FAGOTIER
          FORGEAIT
AEFGIORU: FOUGERAI
AEFGIOSU: FOUGEAIS
AEFGIOTU: FOUGEAIT
AEFGIOTZ: FAGOTIEZ
AEFGIPSU: APIFUGES
AEFGIRRU: FIGURERA
          GAUFRIER
AEFGIRSS: AGRESSIF
          FRISAGES
AEFGIRST: ERGATIFS
AEFGIRSU: REFUGIAS
AEFGIRTT: FRITTAGE
AEFGIRTU: FATIGUER
          FRUITAGE
          REFUGIAT
AEFGIRUU: FUGUERAI
AEFGIRUZ: GAUFRIEZ
AEFGISTU: FATIGUES
          FUSTIGEA
AEFGITUZ: FATIGUEZ
AEFGLMOS: GOLFAMES
AEFGLMOU: MOUFLAGE
AEFGLNOR: FLAGORNE
          GONFLERA
          REGONFLA
AEFGLORS: GOLFERAS
AEFGLORU: GOULAFRE
AEFGLOSS: GOLFASSE
AEFGLOST: GOLFATES
AEFGLOSU: FOULAGES
          GOULAFES
AEFGLOTT: FLOTTAGE
AEFGLOTU: FLOUTAGE
AEFGLRSU: FRUGALES
AEFGLSUX: FLUXAGES
AEFGMNRT: FRAGMENT
AEFGMORR: FROMAGER
AEFGMORS: FORMAGES
          FROMAGES
AEFGMSUU: FUGUAMES
AEFGNNOT: FONTANGE
AEFGNNRT: FRANGENT
AEFGNORT: FORGEANT
          FREGATON
AEFGNOTT: FAGOTENT
AEFGNOTU: FOUGEANT
AEFGNRTU: GAUFRENT
AEFGORRS: FORGERAS
AEFGORRU: FOURRAGE
AEFGORST: FORTAGES
AEFGORSU: FOUGERAS
          SOUFRAGE
AEFGORTT: FROTTAGE
AEFGORTU: FAGOTEUR
AEFGOSSU: FOUGASSE
AEFGOSTU: FOUTAGES
AEFGRRUU: GAUFREUR
          GAUFRURE
AEFGRSTU: GERFAUTS
AEFGRSUU: FUGUERAS
AEFGSSUU: FUGUASSE
AEFGSTUU: FUGUATES
AEFHIKLS: KHALIFES
AEFHILPP: HALFPIPE
AEFHILSZ: FLASHIEZ
AEFHINOR: FOHNERAI
AEFHINOS: FOEHNAIS
AEFHINOT: FOEHNAIT
AEFHLNST: FLASHENT
AEFHMNOS: FOHNAMES
AEFHNNOT: FOEHNANT
AEFHNORS: FOHNERAS
AEFHNOSS: FOHNASSE
AEFHNOST: FOHNATES
AEFIIILN: LENIFIAI
AEFIIIRS: REIFIAIS
AEFIIIRT: REIFIAIT
AEFIIIRV: VERIFIAI
AEFIIKNT: KIFAIENT
AEFIIKRS: KIFERAIS
AEFIIKRT: KIFERAIT
AEFIILLS: FAILLIES
          FILIALES
AEFIILLT: FAILLITE
AEFIILLU: FEUILLAI
AEFIILLZ: FAILLIEZ
AEFIILMP: AMPLIFIE
AEFIILMR: FAMILIER
          FILMERAI
AEFIILMS: LAMIFIES
AEFIILNP: PLANIFIE
AEFIILNR: RENFILAI
          RENIFLAI
AEFIILNS: ENFILAIS
          FINALISE
          LENIFIAS
AEFIILNT: ENFILAIT
          FILAIENT
          FINALITE
          LENIFIAT
AEFIILOR: FOLIAIRE
AEFIILOX: EXFOLIAI
AEFIILPR: PALIFIER
AEFIILPS: PALIFIES
AEFIILPZ: PALIFIEZ
AEFIILQU: LIQUEFIA
          QUALIFIE
AEFIILRR: RIFLERAI
AEFIILRS: FILAIRES
          FILERAIS
          REFILAIS
          SALIFIER
AEFIILRT: FILERAIT
          LIFTERAI
          REFILAIT
          RELIFTAI
          TREFILAI
AEFIILRZ: FLAIRIEZ
AEFIILSS: SALIFIES
AEFIILST: FILETAIS
AEFIILSZ: SALIFIEZ
AEFIILTT: FILETAIT
AEFIIMNS: FEMINISA
          INFAMIES
AEFIIMRR: FREMIRAI
          FRIMAIRE
          FRIMERAI
          RAMIFIER
AEFIIMRS: RAMIFIES
AEFIIMRT: MATIFIER
AEFIIMRZ: RAMIFIEZ
AEFIIMSS: MASSIFIE
AEFIIMST: MATIFIES
AEFIIMSU: MUSEIFIA
AEFIIMTU: TUMEFIAI
AEFIIMTZ: MATIFIEZ
AEFIINNR: NANIFIER
AEFIINNS: NANIFIES
AEFIINNZ: NANIFIEZ
AEFIINPR: PANIFIER
AEFIINPS: PANIFIES
AEFIINPT: PIFAIENT
AEFIINPZ: PANIFIEZ
AEFIINRR: FARINIER
AEFIINRS: FREINAIS
          INFERAIS
          RIFAINES
          SNIFERAI
AEFIINRT: FREINAIT
          INFERAIT
          REIFIANT
AEFIINRU: ENFUIRAI
          REUNIFIA
          UNIFIERA
AEFIINRZ: FARINIEZ
          NAZIFIER
AEFIINST: FEINTAIS
          FESTINAI
          FIENTAIS
          INFESTAI
AEFIINSU: ENSUIFAI
AEFIINSZ: NAZIFIES
AEFIINTT: FEINTAIT
          FIENTAIT
AEFIINTX: FIXAIENT
AEFIINZZ: NAZIFIEZ
AEFIIORR: FOIRERAI
AEFIIPRR: FRIPERAI
AEFIIPRS: PIFERAIS
AEFIIPRT: APERITIF
          PETRIFIA
          PIFERAIT
AEFIIPRX: PREFIXAI
AEFIIRRS: FRAIRIES
          FRAISIER
          FRISERAI
AEFIIRRT: FRITERAI
          RATIFIER
          TARIFIER
          TERRIFIA
AEFIIRRU: AURIFIER
AEFIIRST: FAITIERS
          RATIFIES
          STARIFIE
          TARIFIES
AEFIIRSU: AURIFIES
          SUIFERAI
AEFIIRSV: VERIFIAS
          VERSIFIA
AEFIIRSX: FIXERAIS
          REFIXAIS
AEFIIRSZ: FRAISIEZ
AEFIIRTT: FITTERAI
          ITERATIF
          TARIFITE
AEFIIRTU: FUITERAI
AEFIIRTV: VERIFIAT
AEFIIRTX: FIXERAIT
          REFIXAIT
AEFIIRTZ: RATIFIEZ
          TARIFIEZ
AEFIIRUZ: AURIFIEZ
AEFIISSZ: FIASSIEZ
AEFIITTZ: ATTIFIEZ
AEFIITVX: FIXATIVE
AEFIJORT: FORJETAI
AEFIKSSS: KIFASSES
AEFILLMS: FAMILLES
AEFILLMU: FUMAILLE
AEFILLNT: FAILLENT
AEFILLOT: FELLATIO
AEFILLOU: FOUAILLE
AEFILLRT: FRETILLA
AEFILLRW: FIREWALL
AEFILLSS: FILLASSE
AEFILLSU: FEUILLAS
AEFILLTU: FEUILLAT
          FUTAILLE
AEFILLUV: FLUVIALE
AEFILMMS: FILMAMES
AEFILMNS: FLAMINES
AEFILMNT: FILAMENT
AEFILMOR: ALIFORME
          EMORFILA
          MOFLERAI
AEFILMRS: FILMERAS
          RIFLAMES
AEFILMSS: FILMASSE
AEFILMST: FILMATES
          LIFTAMES
AEFILNNR: INFERNAL
AEFILNNT: ENFILANT
AEFILNOT: LOFAIENT
          OLEFIANT
AEFILNRS: RENFILAS
          RENFLAIS
          RENIFLAS
AEFILNRT: FLAIRENT
          REFILANT
          RENFILAT
          RENFLAIT
          RENIFLAT
AEFILNRU: INFLUERA
AEFILNST: FILANTES
AEFILNSV: FLAVIENS
          FLAVINES
AEFILNTT: FILETANT
AEFILNTU: FLUAIENT
AEFILNUZ: FALUNIEZ
AEFILOPR: PALEFROI
AEFILORR: FROLERAI
AEFILORS: LOFERAIS
          SOLFIERA
AEFILORT: LOFERAIT
AEFILORU: FLOUERAI
          FOULERAI
          REFOULAI
AEFILOSU: FUSAIOLE
AEFILOSX: EXFOLIAS
AEFILOTX: EXFOLIAT
AEFILPPR: FLIPPERA
AEFILPRR: PARFILER
AEFILPRS: PARFILES
          PERSIFLA
AEFILPRX: PREFIXAL
AEFILPRZ: PARFILEZ
AEFILQRU: FLIQUERA
AEFILRRS: RIFLERAS
AEFILRRT: FILTRERA
          FLETRIRA
          FLIRTERA
AEFILRRU: FLAIREUR
          FLEURIRA
AEFILRSS: RIFLASSE
AEFILRST: LIFTERAS
          RELATIFS
          RELIFTAS
          RIFLATES
          TREFILAS
AEFILRSU: FLEURAIS
          FLUERAIS
          REFLUAIS
AEFILRTT: RELIFTAT
          TREFILAT
AEFILRTU: FILATEUR
          FILATURE
          FLEURAIT
          FLUERAIT
          FLUTERAI
          REFLUAIT
AEFILRTX: EXFILTRA
AEFILRUX: FLUXERAI
AEFILSSS: FILASSES
AEFILSST: LIFTASSE
AEFILSSU: FUSELAIS
AEFILSTT: LIFTATES
AEFILSTU: FUSELAIT
AEFILSTV: FESTIVAL
AEFILTTZ: FLATTIEZ
AEFILTUU: FAUTEUIL
AEFIMMRS: FRIMAMES
AEFIMNOR: FORAMINE
AEFIMNOT: FOMENTAI
AEFIMNSS: SNIFAMES
AEFIMNST: MEFIANTS
AEFIMNSU: ENFUMAIS
AEFIMNTU: ENFUMAIT
          FUMAIENT
AEFIMORR: FORMERAI
          REFORMAI
AEFIMORS: FOIRAMES
AEFIMORT: FORMIATE
AEFIMOTU: MOUFETAI
AEFIMPRS: FRIPAMES
          PARFIMES
AEFIMRRS: FRAMIRES
          FREMIRAS
          FRIMERAS
AEFIMRSS: FRIMASSE
          FRISAMES
AEFIMRST: FRIMATES
          FRITAMES
AEFIMRSU: FUMERAIS
          REFUMAIS
AEFIMRTU: FUMERAIT
          REFUMAIT
AEFIMSSU: SUIFAMES
AEFIMSSV: FAVISMES
AEFIMSTT: FITTAMES
AEFIMSTU: FUITAMES
          TUMEFIAS
AEFIMSUV: FAUVISME
AEFIMTTU: TUMEFIAT
AEFINNNT: ENFANTIN
AEFINNOS: FENAISON
AEFINNOT: FONTAINE
AEFINNRT: FARINENT
          FREINANT
          INFERANT
AEFINNST: INFANTES
AEFINNSZ: FANZINES
AEFINNTT: FEINTANT
          FIENTANT
