AAAAABBCDRR: ABRACADABRA
AEEEINPRRSS: REPENSERAIS
AEEEINPRRST: PENETRERAIS
             PRESENTERAI
             REPENSERAIT
             REPRESENTAI
             SERPENTAIRE
             SERPENTERAI
AEEEINPRRTT: PENETRERAIT
             PRETERAIENT
AEEEINPRRTU: EPURERAIENT
AEEEINPRRTZ: ARPENTERIEZ
             TREPANERIEZ
AEEEINPRSST: SEPTENAIRES
AEEEINPRSTT: PESTERAIENT
AEEEINPRSTZ: ESPANTERIEZ
AEEEINPRTTZ: PATENTERIEZ
             PATIENTEREZ
AEEEINQRRTU: EQUERRAIENT
             REQUERAIENT
AEEEINQRSTU: ENQUETERAIS
             RESEQUAIENT
AEEEINQRTTU: ENQUETERAIT
             QUETERAIENT
             REQUETAIENT
AEEEINQSTUZ: SQUEEZAIENT
AEEEINQTTUU: EQUEUTAIENT
AEEEINRRRRT: ARRIERERENT
AEEEINRRRSS: ENSERRERAIS
             REINSERERAS
AEEEINRRRST: ENSERRERAIT
             ENTERRERAIS
             SERRERAIENT
AEEEINRRRSV: RENVERSERAI
AEEEINRRRTT: ENTERRERAIT
             TERRERAIENT
AEEEINRRRTV: ENTREVERRAI
             REVERRAIENT
AEEEINRRRTZ: ARRENTERIEZ
             RENTRAIEREZ
AEEEINRRSSS: REINSERASSE
AEEEINRRSST: ETERNISERAS
             INTERESSERA
             REINSERATES
AEEEINRRSSZ: RASSERENIEZ
AEEEINRRSTT: REITERANTES
             RENETTERAIS
             RESTERAIENT
             RETENTERAIS
             RETERSAIENT
             STERERAIENT
             TERSERAIENT
AEEEINRRSTU: ANTERIEURES
             ETERNUERAIS
             REINSTAUREE
AEEEINRRSTV: EVENTRERAIS
             INVETERERAS
             RESERVAIENT
             REVERSAIENT
             SEVRERAIENT
             TAVERNIERES
             VERSERAIENT
AEEEINRRTTT: RENETTERAIT
             RETENTERAIT
AEEEINRRTTU: ETERNUERAIT
AEEEINRRTTV: EVENTRERAIT
AEEEINRRTTZ: ENTARTERIEZ
AEEEINRRTUV: AVENTURIERE
AEEEINRRTVZ: ENTRAVERIEZ
AEEEINRSSST: EREINTASSES
             ETERNISASSE
AEEEINRSSSU: ARSENIEUSES
AEEEINRSSSV: SANSEVIERES
AEEEINRSSTT: ETERNISATES
AEEEINRSSTV: INVETERASSE
             VESSERAIENT
AEEEINRSSTZ: ENTASSERIEZ
AEEEINRSSVZ: ENERVASSIEZ
             VENERASSIEZ
AEEEINRSTTT: ETATISERENT
             SAIETTERENT
             TESTERAIENT
AEEEINRSTTV: INVETERATES
AEEEINRSTTX: EXTASIERENT
             EXTRANEITES
             SEXTERAIENT
AEEEINRSTTZ: TETANISEREZ
             ZESTERAIENT
AEEEINRSTUX: EXTENUERAIS
AEEEINRSTUZ: SUZERAINETE
AEEEINRTTTX: TEXTERAIENT
AEEEINRTTTZ: ATTENTERIEZ
AEEEINRTTUV: ETUVERAIENT
             EVERTUAIENT
AEEEINRTTUX: EXTENUERAIT
AEEEINRTTUZ: ATTENUERIEZ
AEEEINRTTVZ: NAVETTERIEZ
AEEEINSSTTZ: ENTETASSIEZ
AEEEINSSTVZ: EVENTASSIEZ
AEEEIOPRRRS: REOPERERAIS
AEEEIOPRRRT: REOPERERAIT
AEEEIOPRRSX: REEXPOSERAI
AEEEIOPRRUZ: EPOUAIREREZ
AEEEIOPRRVZ: EVAPORERIEZ
AEEEIORRSST: AEROSTIERES
AEEEIORSTTX: STEREOTAXIE
AEEEIPPRRRT: PERPETRERAI
AEEEIPPRRRZ: PREPARERIEZ
AEEEIPPRRTU: PERPETUERAI
AEEEIPPRRTZ: APPRETERIEZ
AEEEIPPRRYZ: PREPAYERIEZ
AEEEIPPRSST: APPERTISEES
AEEEIPPRSSU: PAUPERISEES
AEEEIPPRTUZ: PIPEAUTEREZ
AEEEIPQRRSU: REEQUIPERAS
AEEEIPQRRTU: PARQUETERIE
             PARQUETIERE
AEEEIPQRSSU: REEQUIPASSE
AEEEIPQRSTU: REEQUIPATES
AEEEIPQRTUZ: PAQUETERIEZ
AEEEIPRRRSV: PRESERVERAI
AEEEIPRRRTT: PRERETRAITE
             PRETERITERA
AEEEIPRRSSS: EPIERRASSES
AEEEIPRRSSV: PERSEVERAIS
AEEEIPRRSSZ: PARESSERIEZ
             REPASSERIEZ
             REPERASSIEZ
AEEEIPRRSTT: PRETRAITEES
AEEEIPRRSTV: PERSEVERAIT
AEEEIPRRSTX: EXPERTISERA
             PREEXISTERA
AEEEIPRRSVZ: PREAVISEREZ
AEEEIPRRTTX: PRETEXTERAI
AEEEIPRRTXZ: EXPATRIEREZ
AEEEIPRSSST: RAPETISSEES
             RETAPISSEES
AEEEIPRSSSU: PEAUSSERIES
             PEAUSSIERES
AEEEIPRSSSZ: ESPERASSIEZ
             REPESASSIEZ
AEEEIPRSSTU: PASTEURISEE
AEEEIPRSSTZ: APETISSEREZ
             ASEPTISEREZ
             PETASSERIEZ
             REPETASSIEZ
AEEEIPRSSUZ: EPEURASSIEZ
AEEEIPRSSXZ: EXPASSERIEZ
AEEEIQRRRSU: EQUERRERAIS
AEEEIQRRRTU: EQUERRERAIT
AEEEIQRRSSU: RESEQUERAIS
AEEEIQRRSTU: REQUETERAIS
             RESEQUERAIT
AEEEIQRRTTU: REQUETERAIT
AEEEIQRRTUZ: ETARQUERIEZ
AEEEIQRSSUZ: SQUEEZERAIS
AEEEIQRSTTU: ETIQUETERAS
AEEEIQRSTUU: EQUEUTERAIS
             RESEAUTIQUE
AEEEIQRSTUZ: SQUEEZERAIT
AEEEIQRTTTU: ETIQUETTERA
AEEEIQRTTUU: EQUEUTERAIT
AEEEIQSSTTU: ETIQUETASSE
AEEEIQSTTTU: ETIQUETATES
AEEEIRRRRSS: RESSERRERAI
AEEEIRRRSST: RETERSERAIS
             TERRASSIERE
AEEEIRRRSSV: RESERVERAIS
             REVERSERAIS
AEEEIRRRSTT: RETERSERAIT
AEEEIRRRSTV: RESERVERAIT
             REVERSERAIT
             TRAVERSIERE
AEEEIRRRTTZ: ATTERRERIEZ
             RETRAITEREZ
AEEEIRRSSST: REITERASSES
AEEEIRRSSSV: REVASSERIES
AEEEIRRSSTZ: ESSARTERIEZ
AEEEIRRSSVZ: REVASSERIEZ
             REVERASSIEZ
AEEEIRRSSYZ: RESSAYERIEZ
AEEEIRRSTUV: EVERTUERAIS
AEEEIRRTTUV: EVERTUERAIT
AEEEIRRTTUZ: TERREAUTIEZ
AEEEIRRTTVX: EXTRAVERTIE
AEEEIRSTTTZ: ATTESTERIEZ
AEEEISSTTWZ: TWEETASSIEZ
AEEEJLLNNTV: ENJAVELLENT
AEEEJLLRRST: JARRETELLES
AEEEJMSSTUU: MAJESTUEUSE
AEEEJNRRRTT: JARRETERENT
AEEEJNRSSTT: REJETASSENT
AEEEJRRRTTZ: JARRETTEREZ
AEEEJRRSTUZ: REAJUSTEREZ
AEEEKMNRRTT: MARKETERENT
AEEEKMRRTTZ: MARKETTEREZ
AEEEKMRSSTU: MARKETEUSES
AEEEKPSSSTW: SWEEPSTAKES
AEEEKQRSSSU: QUAKERESSES
AEEELLLMSSU: LAMELLEUSES
AEEELLMNRST: MATERNELLES
AEEELLMOPRT: ATEMPORELLE
AEEELLMQRRU: MAQUERELLER
AEEELLMQRSU: MAQUERELLES
             QUERELLAMES
AEEELLMQRUZ: MAQUERELLEZ
AEEELLMRRTZ: MARTELLEREZ
AEEELLMSSTU: METALLEUSES
AEEELLNNNPT: EPANNELLENT
AEEELLNOSTV: TELENOVELAS
AEEELLNPRST: PATERNELLES
AEEELLNPRTZ: PANTELLEREZ
AEEELLNPSUX: PANSEXUELLE
AEEELLNRSTT: TARENTELLES
AEEELLPPRRZ: RAPPELLEREZ
AEEELLPRSSS: PASSERELLES
AEEELLPRSTT: PELLETTERAS
AEEELLPRSTZ: PASTELLEREZ
AEEELLPSSST: PELLETASSES
AEEELLQRRSU: QUERELLERAS
AEEELLQRSSU: QUERELLASSE
AEEELLQRSTU: QUERELLATES
AEEELLRSSTU: SAUTERELLES
AEEELMMNNOS: MAMELONNEES
AEEELMMNNRT: MALMENERENT
AEEELMMNNTT: MENTALEMENT
AEEELMMNPRT: EMPALMERENT
AEEELMMNPST: EMPALEMENTS
AEEELMMNRTT: MARTELEMENT
AEEELMMNSST: EMMELASSENT
AEEELMMPRST: LAMPEMETRES
AEEELMNNNPT: EMPENNELANT
AEEELMNNORT: ORNEMENTALE
AEEELMNNOSU: AMEULONNEES
AEEELMNNRTT: ENTREMELANT
             LAMENTERENT
AEEELMNPRRT: PARLEMENTER
AEEELMNPRST: PARLEMENTES
AEEELMNPRTZ: PARLEMENTEZ
AEEELMNPSTU: EPAULEMENTS
AEEELMNRRTT: MARTELERENT
AEEELMNRSST: REMELASSENT
             RESSEMELANT
AEEELMNRTTT: TELEMETRANT
AEEELMORSST: ELASTOMERES
             TELOMERASES
AEEELMPPRSU: REPEUPLAMES
AEEELMPRRTZ: EMPLATREREZ
AEEELMPRSSS: EMPERLASSES
AEEELMRSSTU: MARTELEUSES
AEEELMRSSUV: SURELEVAMES
AEEELMRSTTV: LEVRETTAMES
AEEELNNORRT: ENTERORENAL
AEEELNNORTZ: ETALONNEREZ
AEEELNNOSTU: ETALONNEUSE
AEEELNNPRTT: PANTELERENT
AEEELNNPSST: SEPTENNALES
AEEELNNRRTT: ALTERNERENT
AEEELNNRRTZ: LANTERNEREZ
AEEELNNSSTV: ENLEVASSENT
AEEELNOPPRV: ENVELOPPERA
AEEELNOPSTU: SPELEONAUTE
AEEELNOPSTX: EXOPLANETES
AEEELNORRSS: REALESERONS
AEEELNORRST: REALESERONT
AEEELNORRTU: AUREOLERENT
AEEELNORRUV: RENOUVELERA
AEEELNPPRRT: RAPPELERENT
AEEELNPRRRT: REPARLERENT
AEEELNPRRTV: PRELAVERENT
AEEELNPRRTZ: REPLANTEREZ
AEEELNPRSTV: PREVALENTES
AEEELNPRTXZ: EXPLANTEREZ
AEEELNRSSTV: RELEVASSENT
             REVELASSENT
AEEELNRSTTV: TELEVERSANT
AEEELNSSTTX: TELEXASSENT
AEEELNSTTUU: TALENTUEUSE
AEEELOPPRST: PALEOPTERES
AEEELOPRRTT: TELEPORTERA
AEEELOPRSTX: EXTRAPOLEES
AEEELOQRRTU: RELOQUETERA
AEEELORSSTU: TELEOSAURES
AEEELORSTUU: ROULEAUTEES
AEEELPPRRSU: PUERPERALES
             REPEUPLERAS
AEEELPPRSSU: REPEUPLASSE
AEEELPPRSTU: REPEUPLATES
AEEELPQRSTU: PLATERESQUE
AEEELPRRRTZ: REPLATREREZ
AEEELPRRSSZ: PRELASSEREZ
AEEELPRRSTZ: SALPETREREZ
AEEELPRSSSV: PRELEVASSES
AEEELPRSSTU: SALPETREUSE
AEEELQRTTTU: QUARTELETTE
AEEELRRSSUV: SURELEVERAS
AEEELRRSTTV: LEVRETTERAS
AEEELRRSTUV: REVELATEURS
AEEELRSSSUV: SURELEVASSE
AEEELRSSTTV: LEVRETTASSE
AEEELRSSTUV: SURELEVATES
AEEELRSSUUV: SUREVALUEES
             VALEUREUSES
AEEELRSTTTT: TARTELETTES
AEEELRSTTTV: LEVRETTATES
AEEEMMMORRS: REMEMORAMES
AEEEMMNNORR: MARMOREENNE
AEEEMMNNOST: MOMENTANEES
AEEEMMNNSST: EMMENASSENT
AEEEMMNORST: ANEMOMETRES
AEEEMMNPPRT: EPAMPREMENT
AEEEMMNPRTT: TEMPERAMENT
AEEEMMNPRTU: EMPAUMERENT
AEEEMMNPSTT: EMPATEMENTS
AEEEMMNPTTT: EMPATTEMENT
AEEEMMNRRST: REARMEMENTS
AEEEMMNRRSU: REMUNERAMES
AEEEMMNRSSS: REMMENASSES
AEEEMMNRSST: MEMERASSENT
AEEEMMNSTTU: AMEUTEMENTS
AEEEMMORRRS: REMEMORERAS
AEEEMMORRSS: REMEMORASSE
AEEEMMORRST: MAREOMETRES
             REMEMORATES
AEEEMMPPRST: PREEMPTAMES
AEEEMMPRRST: RETREMPAMES
AEEEMMPRSSS: EMPRESSAMES
AEEEMMRRSSU: REMESURAMES
AEEEMMRSSST: EMMETRASSES
AEEEMNNNOST: SANTOMEENNE
AEEEMNNNPRT: EMPANNERENT
AEEEMNNOPRS: EPERONNAMES
AEEEMNNORRT: ORNEMENTERA
AEEEMNNPRRT: PERMANENTER
AEEEMNNPRST: PERMANENTES
AEEEMNNPRTT: PAREMENTENT
AEEEMNNPRTZ: PERMANENTEZ
AEEEMNNPSSS: EMPENNASSES
AEEEMNNRRTT: MATERNERENT
             RENTAMERENT
AEEEMNNRSTY: ENRAYEMENTS
AEEEMNNSSTT: ENTASSEMENT
AEEEMNNSSTV: ENVASEMENTS
AEEEMNOPRTX: EXTEMPORANE
AEEEMNOPSSU: MENOPAUSEES
AEEEMNORRUZ: ENAMOUREREZ
AEEEMNORSUV: MANOEUVREES
AEEEMNPPRRT: EPAMPRERENT
AEEEMNPQTTU: EMPAQUETENT
AEEEMNPRRST: PARSEMERENT
AEEEMNPRRTT: REPARTEMENT
AEEEMNPRRTU: PAREMENTURE
AEEEMNPRSST: PASSEMENTER
             PRESENTAMES
             SERPENTAMES
AEEEMNPRSTT: ESTAMPERENT
             PENTAMETRES
             TEMPERANTES
AEEEMNPRSTV: REPAVEMENTS
AEEEMNPRTTT: EMPATTERENT
AEEEMNPSSST: EMPESASSENT
             PASSEMENTES
AEEEMNPSSTZ: PASSEMENTEZ
AEEEMNPSTTU: PATEUSEMENT
AEEEMNRRRSU: REMUNERERAS
AEEEMNRRSST: ASSERMENTER
AEEEMNRRSSU: REMUNERASSE
AEEEMNRRSSV: RENVERSAMES
AEEEMNRRSTT: STREAMERENT
AEEEMNRRSTU: REMUNERATES
AEEEMNRRSTZ: SARMENTEREZ
AEEEMNRRTTT: ATTERREMENT
             ENTREMETTRA
             TREMATERENT
AEEEMNRRTTU: RAMEUTERENT
AEEEMNRRTUU: ENUMERATEUR
AEEEMNRSSST: ASSERMENTES
             RESEMASSENT
AEEEMNRSSSU: ENUMERASSES
AEEEMNRSSTT: ESSARTEMENT
AEEEMNRSSTU: SARMENTEUSE
AEEEMNRSSTZ: ASSERMENTEZ
AEEEMNRSTTT: REMETTANTES
AEEEMNRSTTU: AUSTEREMENT
             ENTRETUAMES
AEEEMNRSTUV: MESAVENTURE
AEEEMNSTYZZ: ZEZAYEMENTS
AEEEMOPRSSX: REEXPOSAMES
AEEEMOQSSTU: ESTOMAQUEES
AEEEMPPRRST: PERPETRAMES
             PREEMPTERAS
AEEEMPPRSST: PREEMPTASSE
AEEEMPPRSTT: PREEMPTATES
AEEEMPPRSTU: PERPETUAMES
AEEEMPQRRTU: REMPAQUETER
AEEEMPQRSTU: REMPAQUETES
AEEEMPQRTTU: REMPAQUETTE
AEEEMPQRTUU: EMPAQUETEUR
AEEEMPQRTUZ: REMPAQUETEZ
AEEEMPQSTTU: EMPAQUETTES
AEEEMPRRRST: RETREMPERAS
AEEEMPRRRSU: EMPRESURERA
AEEEMPRRSSS: EMPRESSERAS
AEEEMPRRSST: RETREMPASSE
AEEEMPRRSSV: PRESERVAMES
AEEEMPRRSTT: RETREMPATES
AEEEMPRRSTU: PREMATUREES
AEEEMPRRTTU: TEMPERATURE
AEEEMPRRTTZ: ATTREMPEREZ
AEEEMPRSSSS: EMPRESSASSE
AEEEMPRSSST: EMPETRASSES
             EMPRESSATES
             TEMPERASSES
AEEEMPRSTTX: PRETEXTAMES
AEEEMPSSSST: EMPESTASSES
AEEEMPSSSTT: TEMPETASSES
AEEEMPSSSTU: ESTAMPEUSES
AEEEMPSSSTX: EXEMPTASSES
AEEEMQRRRUZ: REMARQUEREZ
AEEEMQRRTUZ: MARQUETEREZ
AEEEMQRSTUU: MARQUETEUSE
AEEEMQRTTUZ: MAQUETTEREZ
AEEEMRRRSSS: RESSERRAMES
AEEEMRRRSSU: REMESURERAS
AEEEMRRSSSU: REMESURASSE
AEEEMRRSSTU: REMESURATES
AEEEMRRSTTT: TETRAMETRES
AEEEMRSSSSS: RESSEMASSES
AEEEMRSSSTU: STREAMEUSES
AEEENNNNNOS: ANNONEENNES
AEEENNNPRST: PERENNANTES
AEEENNNRSST: ENRENASSENT
AEEENNNRTTT: ENTRETENANT
AEEENNOPPRU: PANEUROPEEN
AEEENNOPRRS: EPERONNERAS
AEEENNOPRSS: EPERONNASSE
AEEENNOPRST: EPERONNATES
AEEENNOSSTU: ENSOUTANEES
AEEENNPPRRS: REAPPRENNES
AEEENNPRRTT: ARPENTERENT
             TREPANERENT
AEEENNPRSSS: PANNERESSES
AEEENNPRSTT: ESPANTERENT
             PENETRANTES
             REPENTANTES
AEEENNPRSTV: PREVENANTES
AEEENNPRTTT: PATENTERENT
AEEENNRRRTT: ARRENTERENT
AEEENNRRSST: RASSERENENT
AEEENNRRSTV: RENVERSANTE
AEEENNRRTTT: ENTARTERENT
AEEENNRRTTV: ENTRAVERENT
AEEENNRSSST: ETRENNASSES
AEEENNRSSTT: ENTASSERENT
AEEENNRSSTV: ENERVASSENT
             VENERASSENT
AEEENNRTTTT: ATTENTERENT
AEEENNRTTTU: ATTENUERENT
AEEENNRTTTV: NAVETTERENT
AEEENNSSTTT: ENTETASSENT
AEEENNSSTTV: EVENTASSENT
AEEENNSSVVY: VEVEYSANNES
AEEENNSTTUX: EXTENUANTES
AEEENOPRRST: ENTREPOSERA
AEEENOPRRTV: EVAPORERENT
AEEENOPRSTZ: ANTEPOSEREZ
AEEENOPSTUV: EPOUVANTEES
AEEENORSSSX: EXONERASSES
AEEENPPRRRT: PREPARERENT
AEEENPPRRTT: APPRETERENT
AEEENPPRRTY: PREPAYERENT
AEEENPQRTTU: PAQUETERENT
AEEENPQSTUU: PETANQUEUSE
AEEENPQTTUU: PENTATEUQUE
AEEENPRRSST: PARESSERENT
             PRESENTERAS
             REPASSERENT
             REPERASSENT
             REPRESENTAS
             SERPENTERAS
AEEENPRRSTT: REPRESENTAT
AEEENPRRSTV: PERSEVERANT
AEEENPRRTTU: PENETRATEUR
AEEENPRSSSS: REPENSASSES
AEEENPRSSST: ESPERASSENT
             PENETRASSES
             PRESENTASSE
             REPESASSENT
             SERPENTASSE
AEEENPRSSTT: PETASSERENT
             PRESENTATES
             REPETASSENT
             SERPENTATES
AEEENPRSSTU: ARPENTEUSES
             EPEURASSENT
AEEENPRSSTX: EXPASSERENT
AEEENPRSTUX: SERPENTEAUX
AEEENPSSTTU: PATENTEUSES
AEEENQRRSTU: REQUERANTES
AEEENQRRTTU: ETARQUERENT
AEEENQSSSTU: ENQUETASSES
AEEENRRRSSV: RENVERSERAS
AEEENRRRSTV: ENTREVERRAS
AEEENRRRTTT: ATTERRERENT
AEEENRRRTTZ: ENTARTREREZ
AEEENRRRTYZ: RENTRAYEREZ
AEEENRRSSSS: ENSERRASSES
AEEENRRSSST: ENTERRASSES
AEEENRRSSSV: RENVERSASSE
AEEENRRSSTT: ESSARTERENT
AEEENRRSSTV: RENVERSATES
             REVASSERENT
             REVERASSENT
AEEENRRSSTY: RESSAYERENT
AEEENRRSTUY: RENTRAYEUSE
AEEENRRTTTU: TERREAUTENT
AEEENRRTUVZ: AVENTUREREZ
AEEENRSSSTT: RENETTASSES
             RETENTASSES
AEEENRSSSTU: ETERNUASSES
AEEENRSSSTV: EVENTRASSES
AEEENRSSTTU: ENTARTEUSES
AEEENRSTTTT: ATTESTERENT
AEEENRSTTTU: ENTRETUATES
AEEENRSTUUV: AVENTUREUSE
AEEENSSSTUX: EXTENUASSES
AEEENSSTTTW: TWEETASSENT
AEEENSSTTUV: NAVETTEUSES
AEEEOOPRRST: AEROPORTEES
AEEEOPRRRTX: REEXPORTERA
AEEEOPRRSSS: REOPERASSES
AEEEOPRRSSX: REEXPOSERAS
AEEEOPRSSSX: REEXPOSASSE
AEEEOPRSSTU: EPOUSSETERA
             OUTREPASSEE
AEEEOPRSSTX: REEXPOSATES
AEEEORRSTUV: AUTOREVERSE
AEEEPPRRRST: PERPETRERAS
AEEEPPRRRTZ: RAPPRETEREZ
AEEEPPRRSST: PERPETRASSE
AEEEPPRRSTT: PERPETRATES
AEEEPPRRSTU: PERPETUERAS
AEEEPPRSSTU: APPRETEUSES
             PERPETUASSE
AEEEPPRSTTU: PERPETUATES
AEEEPQRRTUZ: PARQUETEREZ
AEEEPQRSTTU: PAQUERETTES
AEEEPQRSTUU: PARQUETEUSE
AEEEPQRTTUZ: PAQUETTEREZ
AEEEPQSSTUU: PAQUETEUSES
AEEEPRRRSSV: PRESERVERAS
AEEEPRRSSSV: PRESERVASSE
AEEEPRRSSTV: PRESERVATES
AEEEPRRSSTZ: TREPASSEREZ
AEEEPRRSTTT: TETRAPTERES
AEEEPRRSTTX: PRETEXTERAS
AEEEPRSSSSU: PARESSEUSES
             REPASSEUSES
AEEEPRSSTTX: PRETEXTASSE
AEEEPRSTTTX: PRETEXTATES
AEEEQRRSSSU: EQUERRASSES
AEEEQRRSSTU: SEQUESTRERA
AEEEQRSSSSU: RESEQUASSES
AEEEQRSSSTU: REQUETASSES
AEEEQRSTTUU: RAQUETTEUSE
AEEEQSSSSUZ: SQUEEZASSES
AEEEQSSSTUU: EQUEUTASSES
AEEERRRRSSS: RESSERRERAS
AEEERRRRSTV: RETRAVERSER
AEEERRRSSSS: RESSERRASSE
AEEERRRSSST: RESSERRATES
AEEERRRSSTV: RETRAVERSES
AEEERRRSSTZ: TERRASSEREZ
AEEERRRSSUZ: REASSUREREZ
AEEERRRSTUZ: RESTAUREREZ
AEEERRRSTVZ: RETRAVERSEZ
             TRAVERSEREZ
AEEERRSSSST: RETERSASSES
AEEERRSSSSV: RESERVASSES
             REVERSASSES
AEEERRSSSSZ: RESSASSEREZ
AEEERRSSSUU: REASSUREUSE
AEEERRSSTUZ: RESSAUTEREZ
AEEERSSSSSU: ASSESSEURES
             RESSASSEUSE
AEEERSSSSUV: REVASSEUSES
AEEERSSSTTW: WASSERETTES
AEEERSSSTUV: EVERTUASSES
AEEESSSSSSU: ASSESSEUSES
AEEESSSTUUV: SAUVETEUSES
AEEFFFIISSZ: FIEFFASSIEZ
AEEFFFINSST: FIEFFASSENT
AEEFFGGRRSU: SURGREFFAGE
AEEFFGIILRZ: AFFLIGERIEZ
AEEFFGIIRRZ: AGRIFFERIEZ
AEEFFGILNRT: AFFLIGERENT
AEEFFGILPRS: PERSIFFLAGE
AEEFFGINRRT: AGRIFFERENT
AEEFFGIRRTZ: GRAFFITEREZ
AEEFFGIRSSZ: GREFFASSIEZ
AEEFFGIRSTU: GRAFFITEUSE
AEEFFGLLORS: ALLOGREFFES
AEEFFGNNORS: EFFRANGEONS
AEEFFGNORRU: ENGOUFFRERA
AEEFFGNRSST: GREFFASSENT
AEEFFGORSTU: AUTOGREFFES
AEEFFGRRRSU: SURGREFFERA
AEEFFGRSTTU: SUFFRAGETTE
AEEFFIIILRZ: AFFILIERIEZ
             REAFFILIIEZ
AEEFFIIKNRT: KIFFERAIENT
AEEFFIILLSU: EFFEUILLAIS
AEEFFIILLTU: EFFEUILLAIT
AEEFFIILNRT: AFFILIERENT
             REAFFILIENT
AEEFFIILRRU: EFFLEURIRAI
AEEFFIILRSZ: FALSIFIEREZ
AEEFFIILRUZ: FAUFILERIEZ
AEEFFIILSSZ: EFFILASSIEZ
AEEFFIIMPRR: EMPIFFRERAI
AEEFFIIMRRZ: AFFERMIRIEZ
             AFFIRMERIEZ
             REAFFIRMIEZ
AEEFFIINPRT: PIFFERAIENT
AEEFFIINRRS: RAFFINERIES
AEEFFIINRRZ: RAFFINERIEZ
AEEFFIINRTT: EFFRITAIENT
AEEFFIIORST: FORFAITISEE
AEEFFIIRRST: EFFRITERAIS
AEEFFIIRRTT: EFFRITERAIT
AEEFFILLNTU: EFFEUILLANT
AEEFFILLORU: FARFOUILLEE
AEEFFILLOSU: AFFOUILLEES
AEEFFILMNST: AFFILEMENTS
AEEFFILNQUZ: EFFLANQUIEZ
AEEFFILNRTU: FAUFILERENT
AEEFFILNSST: EFFILASSENT
AEEFFILNTUV: EFFLUVAIENT
AEEFFILORRZ: AFFRIOLEREZ
             RAFFOLERIEZ
AEEFFILORUZ: AFFLOUERIEZ
AEEFFILPRRS: PERSIFFLERA
AEEFFILRRSU: EFFLEURIRAS
AEEFFILRSUV: EFFLUVERAIS
AEEFFILRTUV: EFFLUVERAIT
AEEFFIMMPRS: EMPIFFRAMES
AEEFFIMMRRS: RAFFERMIMES
AEEFFIMNNRT: RAFFINEMENT
AEEFFIMNNST: AFFINEMENTS
AEEFFIMNPST: PIAFFEMENTS
AEEFFIMNRRT: AFFERMIRENT
             AFFIRMERENT
             REAFFIRMENT
AEEFFIMNRTT: FERMENTATIF
AEEFFIMPRRS: EMPIFFRERAS
AEEFFIMPRSS: EMPIFFRASSE
AEEFFIMPRST: EMPIFFRATES
AEEFFIMRRRZ: RAFFERMIREZ
AEEFFIMRRSS: RAFFERMISSE
AEEFFIMRRST: RAFFERMITES
AEEFFIMRSSS: AFFERMISSES
AEEFFIMRSSZ: AFFERMISSEZ
AEEFFINNORS: EFFANERIONS
AEEFFINNOST: OFFENSAIENT
AEEFFINNRRT: RAFFINERENT
AEEFFINORRS: AFFERERIONS
             EFFARERIONS
             EFFRAIERONS
AEEFFINORRT: EFFRAIERONT
             FORFANTERIE
AEEFFINORSS: OFFENSERAIS
AEEFFINORST: OFFENSERAIT
AEEFFINOTTU: ETOUFFAIENT
AEEFFINRSSU: RAFFINEUSES
AEEFFIORSSZ: ASSOIFFEREZ
AEEFFIORSTU: ETOUFFERAIS
AEEFFIORTTU: ETOUFFERAIT
AEEFFIOSSTZ: ETOFFASSIEZ
AEEFFIRRTTU: TARTUFFERIE
AEEFFIRRTUZ: AFFRUITEREZ
             RAFFUTERIEZ
AEEFFIRSSST: EFFRITASSES
AEEFFLMNOST: AFFOLEMENTS
AEEFFLNNQTU: EFFLANQUENT
AEEFFLNORRT: RAFFOLERENT
AEEFFLNORTU: AFFLOUERENT
AEEFFLORSSU: ESSOUFFLERA
AEEFFLORSTU: SOUFFLETERA
AEEFFLSSSUV: EFFLUVASSES
AEEFFMNORRS: AFFERMERONS
AEEFFMNORRT: AFFERMERONT
AEEFFNNOSST: OFFENSANTES
AEEFFNORRST: AFFRETERONS
AEEFFNORRSY: EFFRAYERONS
AEEFFNORRTT: AFFRETERONT
AEEFFNORRTY: EFFRAYERONT
AEEFFNORRTZ: AFFRONTEREZ
AEEFFNORSTU: AFFRONTEUSE
AEEFFNOSSSS: OFFENSASSES
AEEFFNOSSTT: ETOFFASSENT
AEEFFNOSTTU: ETOUFFANTES
AEEFFNRRTTU: RAFFUTERENT
AEEFFOSSSTU: ETOUFFASSES
AEEFGGINRRZ: GRAFIGNEREZ
AEEFGGIRSST: SEGREGATIFS
AEEFGGLNORS: REGONFLAGES
AEEFGIIILNT: GELIFIAIENT
AEEFGIIILRS: GELIFIERAIS
AEEFGIIILRT: GELIFIERAIT
AEEFGIIIRTZ: GATIFIERIEZ
AEEFGIILMNS: INFLIGEAMES
AEEFGIILNRS: FILIGRANEES
AEEFGIILNRT: GIFLERAIENT
AEEFGIILNSS: INFLIGEASSE
AEEFGIILNST: GELIFIANTES
             INFLIGEATES
AEEFGIILRSS: FRAGILISEES
AEEFGIILSSS: GELIFIASSES
AEEFGIIMNRZ: MAGNIFIEREZ
AEEFGIIMNTU: FUMIGEAIENT
AEEFGIIMRUV: VERMIFUGEAI
AEEFGIINNRS: ENFREIGNAIS
AEEFGIINNRT: ENFREIGNAIT
AEEFGIINRRT: GENTRIFIERA
AEEFGIINRTT: GATIFIERENT
AEEFGIINRTU: REFUGIAIENT
AEEFGIIRRRS: REFRIGERAIS
AEEFGIIRRRT: REFRIGERAIT
