AAAAABBCDENRRT: ABRACADABRANTE
ACEEILMNOPSSTZ: CONTEMPLASSIEZ
ACEEILMNOPSTTV: CONTEMPLATIVES
ACEEILMOPQSSTU: ECTOPLASMIQUES
ACEEILNNOORRTT: CONTROLERAIENT
ACEEILNNOPRSSU: ENCAPSULERIONS
ACEEILNNORRSST: CENTRALISERONS
ACEEILNNORRSSU: NUCLEARISERONS
ACEEILNNORRSTT: CENTRALISERONT
ACEEILNNORRSTU: NUCLEARISERONT
ACEEILNNORSTTU: CONSULTERAIENT
ACEEILNNORSTUV: CONVULSERAIENT
ACEEILNNOSTTUV: CONVENTUALITES
ACEEILNOOPRRTT: COLPORTERAIENT
ACEEILNOORRTUU: ROUCOULERAIENT
ACEEILNOPQRSTU: NARCOLEPTIQUES
ACEEILNOPQRTUZ: CONTREPLAQUIEZ
ACEEILNOPRRSST: CONTRESPALIERS
ACEEILNOPRRSTU: RECAPITULERONS
ACEEILNOPRRTTU: RECAPITULERONT
ACEEILNOPRSSTV: PROVENCALISTES
ACEEILNOQRSTTU: CLAQUETTERIONS
ACEEILNORRSSSU: SECULARISERONS
ACEEILNORRSSTU: SECULARISERONT
ACEEILNORSSSTU: CASTELROUSSINE
ACEEILNORSSSUX: EXULCERASSIONS
ACEEILNORSTTUX: CONTEXTUALISER
ACEEILNOSSTTUX: CONTEXTUALISES
ACEEILNOSTTUXZ: CONTEXTUALISEZ
ACEEILOPQRSSTU: CEROPLASTIQUES
ACEEILORSSTTUZ: RECULOTTASSIEZ
ACEEIMMMNOORSS: MONOCAMERISMES
ACEEIMMMOORSSZ: COMMEMORASSIEZ
ACEEIMMMOORSTV: COMMEMORATIVES
ACEEIMMNNOORST: CONSOMMERAIENT
ACEEIMMNOPRRTT: COMPARTIMENTER
ACEEIMMNOPRSSY: PYROMECANISMES
ACEEIMMNOPRSTT: COMPARTIMENTES
ACEEIMMNOPRTTZ: COMPARTIMENTEZ
ACEEIMMNOSSSUX: EXCOMMUNIASSES
ACEEIMNNNOSSST: CONNAISSEMENTS
ACEEIMNNNOSTTU: CAUTIONNEMENTS
ACEEIMNNOOPRST: CONTEMPORAINES
ACEEIMNNOOPRTT: COMPENETRATION
ACEEIMNNOOSSST: ECONOMISASSENT
ACEEIMNNORRSST: RACORNISSEMENT
ACEEIMNNORSSUX: EXCURSIONNAMES
ACEEIMNOOPRRRS: REINCORPORAMES
ACEEIMNOOPRRTT: COMPORTERAIENT
ACEEIMNOOPRSST: COMPENSATOIRES
ACEEIMNOOPRSTT: COMPOSTERAIENT
ACEEIMNOPRRSSU: SURCOMPENSERAI
ACEEIMNOPRRSTU: MICROPESANTEUR
ACEEIMNOPRSSTT: INTROSPECTAMES
ACEEIMNOQRRTUZ: CONTREMARQUIEZ
ACEEIMNOQSTTUU: ACOUSTIQUEMENT
ACEEIMNORSSSTV: CONSERVATISMES
ACEEIMNORSSTTU: RECONSTITUAMES
ACEEIMNRRSSTTT: TRANSMETTRICES
ACEEIMOOPRSSSZ: RECOMPOSASSIEZ
ACEEIMOOPRSTTT: PROSTATECTOMIE
ACEEIMOPPRSSTZ: PRECOMPTASSIEZ
ACEEIMOPRRSSUZ: RECOMPARUSSIEZ
ACEEIMOPRSSSSZ: COMPRESSASSIEZ
ACEEIMOPRSSTUZ: COPERMUTASSIEZ
ACEEIMOQSSSSTU: COSMETIQUASSES
ACEEIMORRTTUUX: EXTRACOUTUMIER
ACEEINNNNOORST: ETANCONNERIONS
ACEEINNNNOORTT: ETRONCONNAIENT
ACEEINNNNOORTV: CONVENTIONNERA
ACEEINNNNORSTT: SANCTIONNERENT
ACEEINNNNOSSTT: INNOCENTASSENT
ACEEINNNOOPRRT: PRONONCERAIENT
ACEEINNNOOPRTU: RECOUPONNAIENT
ACEEINNNOORRST: ETRONCONNERAIS
ACEEINNNOORRTT: ETRONCONNERAIT
ACEEINNNOORRTU: COURONNERAIENT
ACEEINNNOPRTTU: PRECAUTIONNENT
ACEEINNNORRSSS: SCANNERISERONS
ACEEINNNORRSST: SCANNERISERONT
ACEEINNNORSTTU: CONTENEURISANT
ACEEINNNOSSSTT: SECTIONNASSENT
ACEEINNOOPRRSS: PROCESSIONNERA
ACEEINNOOPRRSU: RECOUPONNERAIS
ACEEINNOOPRRTU: RECOUPONNERAIT
ACEEINNOOQRTUV: CONVOQUERAIENT
                RECONVOQUAIENT
ACEEINNOORRTTU: CONTOURERAIENT
ACEEINNOORSSST: CRANIOSTENOSES
ACEEINNOPRRSTT: PRECONTRAINTES
ACEEINNOPRSSST: PRECONISASSENT
ACEEINNOPRTTTY: CONTRETYPAIENT
ACEEINNOPRTUUX: PRECAUTIONNEUX
ACEEINNOQSSSSU: SEQUENCASSIONS
ACEEINNORRSSST: RECENTRASSIONS
ACEEINNORRSSTZ: RENCONTRASSIEZ
ACEEINNORRSSUX: EXCURSIONNERAS
ACEEINNORSSSTX: EXCENTRASSIONS
ACEEINNORSSSTZ: CONSTERNASSIEZ
ACEEINNORSSSUX: EXCURSIONNASSE
ACEEINNORSSSUZ: SAUCISSONNEREZ
ACEEINNORSSTUX: EXCURSIONNATES
ACEEINNORSTTTU: RECONSTITUANTE
ACEEINNOSSSSUU: SAUCISSONNEUSE
ACEEINNOSSSSUZ: ECUSSONNASSIEZ
ACEEINNRRRSTTV: RETRANSCRIVENT
ACEEINOOPRRRRS: REINCORPORERAS
ACEEINOOPRRRSS: REINCORPORASSE
ACEEINOOPRRRST: REINCORPORATES
ACEEINOOPRSTTX: EXPECTORATIONS
ACEEINOOQRRSUV: RECONVOQUERAIS
ACEEINOOQRRTUV: RECONVOQUERAIT
ACEEINOORRRSTV: CONTROVERSERAI
ACEEINOORRSSTV: CONSERVATOIRES
ACEEINOORSSSTU: REECOUTASSIONS
ACEEINOORSSUVV: VANCOUVEROISES
ACEEINOPQRSTTU: CONTRAPETIQUES
ACEEINOPRRRSTZ: PROCRASTINEREZ
ACEEINOPRRSSSU: RECUPERASSIONS
ACEEINOPRRSSTT: INTROSPECTERAS
ACEEINOPRRSSTU: PRECONISATEURS
                SUPERREACTIONS
ACEEINOPRRSTTT: CONTREPARTISTE
ACEEINOPRRSTTY: CONTRETYPERAIS
ACEEINOPRRSTUU: SURCOUPERAIENT
ACEEINOPRRTTTY: CONTRETYPERAIT
ACEEINOPRSSSST: RESPECTASSIONS
ACEEINOPRSSSTT: INTROSPECTASSE
ACEEINOPRSSTTT: INTROSPECTATES
ACEEINOPRSSTTU: ECRAPOUTISSENT
ACEEINOQRRSTTU: CRAQUETTERIONS
ACEEINORRSSSSU: RECREUSASSIONS
ACEEINORRSSSTT: CONTRETIRASSES
ACEEINORRSSTTU: RECONSTITUERAS
ACEEINORSSSSTT: SECTORISASSENT
ACEEINORSSSTTU: RECONSTITUASSE
ACEEINORSSSTTV: VECTORISASSENT
ACEEINORSSTTTU: RECONSTITUATES
ACEEINPPRSSSUU: SUPERPUISSANCE
ACEEINRSSSTTTU: SUSTENTATRICES
ACEEINRSSSTTUX: SUREXCITASSENT
ACEEIOOPPRSSTT: PITTOSPORACEES
ACEEIOOPRSSSUZ: COUPEROSASSIEZ
ACEEIOPPRSSSTZ: PROSPECTASSIEZ
ACEEIOPQRRSSSU: RECIPROQUASSES
ACEEIOPQRRSSTU: PRESOCRATIQUES
ACEEIOQQRSSSUU: COQUERIQUASSES
ACEEIORRSSSSUZ: RESSOURCASSIEZ
ACEEIRRRRSTTUU: RESTRUCTURERAI
ACEEIRSSSSSSTU: RESSUSCITASSES
ACEELLNNOSSSTT: CONSTELLASSENT
ACEELMMNOOPRTT: COMPORTEMENTAL
ACEELMNNOPSSTT: CONTEMPLASSENT
ACEELMNOPRSTTU: CONTEMPLATEURS
ACEELMNOQRRSUU: CLAQUEMURERONS
ACEELMNOQRRTUU: CLAQUEMURERONT
ACEELMNRSSSSTU: SURCLASSEMENTS
ACEELNNOPQRTTU: CONTREPLAQUENT
ACEELNORSSTTTU: RECULOTTASSENT
ACEELNORSUUVVX: VASCULONERVEUX
ACEELOOPRRRSTX: EXTRACORPORELS
ACEELOOPRSTTUX: POSTELECTORAUX
ACEELOPRRSSTUU: PULSOREACTEURS
ACEEMMMNOORSST: COMMEMORASSENT
ACEEMMNNNOPRST: CRAMPONNEMENTS
ACEEMMNOOPRTTT: COMPROMETTANTE
ACEEMMNOPRSSSU: SURCOMPENSAMES
ACEEMNNOQRRTTU: CONTREMARQUENT
ACEEMNOOPRSSST: RECOMPOSASSENT
ACEEMNOORRSSTV: CONTROVERSAMES
ACEEMNOORRSTTU: COURANTOMETRES
ACEEMNOPPRSSTT: PRECOMPTASSENT
ACEEMNOPRRSSSU: SURCOMPENSERAS
ACEEMNOPRRSSTU: RECOMPARUSSENT
ACEEMNOPRSSSST: COMPRESSASSENT
ACEEMNOPRSSSSU: SURCOMPENSASSE
ACEEMNOPRSSSTU: SURCOMPENSATES
ACEEMNOPRSSTTU: COPERMUTASSENT
ACEEMRRRSSTTUU: RESTRUCTURAMES
ACEENNNNOORRST: ENCARTONNERONS
ACEENNNNOORRTT: ENCARTONNERONT
ACEENNNOORSSST: ETRONCONNASSES
ACEENNNORRSSTT: RENCONTRASSENT
ACEENNNORRSTTU: TRANSCONTENEUR
ACEENNNORSSSTT: CONSTERNASSENT
ACEENNNOSSSSTU: ECUSSONNASSENT
ACEENNOOPRSSSU: RECOUPONNASSES
ACEENNOPRRRSST: TRANSPERCERONS
ACEENNOPRRRSTT: TRANSPERCERONT
ACEENOOPRSSSTU: COUPEROSASSENT
ACEENOOQRSSSUV: RECONVOQUASSES
ACEENOORRRSSTV: CONTROVERSERAS
ACEENOORRSSSTV: CONTROVERSASSE
ACEENOORRSSTTV: CONTROVERSATES
ACEENOPPRSSSTT: PROSPECTASSENT
ACEENOPRSSSTTY: CONTRETYPASSES
ACEENORRSSSSTU: RESSOURCASSENT
ACEERRRRSSTTUU: RESTRUCTURERAS
ACEERRRSSSTTUU: RESTRUCTURASSE
ACEERRRSSTTTUU: RESTRUCTURATES
ACEFFHHIOOSSSU: SCHAFFHOUSOISE
ACEFFHIINNOSSZ: CHIFFONNASSIEZ
ACEFFHINNNOSST: CHIFFONNASSENT
ACEFFHINOORRSU: AFFOURCHERIONS
ACEFFHNORRSSUU: RESURCHAUFFONS
                SURCHAUFFERONS
ACEFFHNORRSTUU: SURCHAUFFERONT
ACEFFIIIRSSTUZ: FRUCTIFIASSIEZ
ACEFFIILNRSSTU: INSUFFLATRICES
ACEFFIINNNOOST: AFFECTIONNIONS
ACEFFIINOORSSS: RECOIFFASSIONS
ACEFFIINOOSSSS: ESCOFFIASSIONS
ACEFFIINRSSTTU: FRUCTIFIASSENT
ACEFFINNOORSSS: ENCOFFRASSIONS
ACEFFINOORRSST: FRANCFORTOISES
ACEFGIIIINNNSS: INSIGNIFIANCES
ACEFGIIIINSSTV: SIGNIFICATIVES
ACEFGIIINNORTT: GENTRIFICATION
ACEFGIILORRSTU: GLORIFICATEURS
ACEFGIINNORTTU: CENTRIFUGATION
ACEFGIINORSSUZ: CONFIGURASSIEZ
ACEFGILNOORRSU: CALORIFUGERONS
ACEFGILNOORRTU: CALORIFUGERONT
ACEFGINNORSSTU: CONFIGURASSENT
ACEFHIIINOSSTT: FETICHISATIONS
ACEFHIILNNNOOT: FOLICHONNAIENT
ACEFHIILNNOORS: FOLICHONNERAIS
ACEFHIILNNOORT: FOLICHONNERAIT
ACEFHIILNNORST: TRANCHEFILIONS
ACEFHIINNORRSS: FRANCHISERIONS
ACEFHILMOOORRR: CHLOROFORMERAI
ACEFHILNNOOSSS: FOLICHONNASSES
ACEFHINNOOPRRS: FRANCOPHONISER
ACEFHINNOOPRSS: FRANCOPHONISES
ACEFHINNOOPRSZ: FRANCOPHONISEZ
ACEFHLMMOOORRS: CHLOROFORMAMES
ACEFHLMOOORRRS: CHLOROFORMERAS
ACEFHLMOOORRSS: CHLOROFORMASSE
ACEFHLMOOORRST: CHLOROFORMATES
ACEFIIIINORTVV: REVIVIFICATION
ACEFIIIJSSTTUV: JUSTIFICATIVES
ACEFIIILLMNOST: MELLIFICATIONS
ACEFIIILMMNORT: MICROFILMAIENT
ACEFIIILMMORRS: MICROFILMERAIS
ACEFIIILMMORRT: MICROFILMERAIT
ACEFIIILMPRSTU: SIMPLIFICATEUR
ACEFIIILNNORST: FICTIONNALISER
ACEFIIILNNOSST: FICTIONNALISES
ACEFIIILNNOSTZ: FICTIONNALISEZ
ACEFIIILNORSSS: CLASSIFIERIONS
                FISCALISERIONS
ACEFIIILNOSSST: FELICITASSIONS
ACEFIIIMNNORST: INFORMATICIENS
ACEFIIIMNOSSTU: MUSEIFICATIONS
ACEFIIINNNORTT: FRICTIONNAIENT
ACEFIIINNORRST: FRICTIONNERAIS
ACEFIIINNORRTT: FRICTIONNERAIT
ACEFIIINNORSST: SANCTIFIERIONS
ACEFIIINNORSTU: REUNIFICATIONS
ACEFIIINOPRSTT: PETRIFICATIONS
ACEFIIINOPSSSS: SPECIFIASSIONS
ACEFIIINORSSST: CERTIFIASSIONS
                RECTIFIASSIONS
ACEFIIINORSSTV: VERSIFICATIONS
ACEFIIINRRSTTU: NITRIFICATEURS
ACEFIIIOPRRSTU: PURIFICATOIRES
ACEFIIIRRSTTUV: VITRIFICATEURS
ACEFIIJRSSTTUU: JUSTIFICATEURS
ACEFIILLMORTTU: MULTIFACTORIEL
ACEFIILLNOORSU: CAFOUILLERIONS
ACEFIILMMORSSS: MICROFILMASSES
ACEFIILNNNOOST: FONCTIONNALISE
ACEFIILNNNOOTT: FONCTIONNALITE
ACEFIILNNOOTTU: AUTOFICTIONNEL
ACEFIILRRSSTUU: FRAISICULTEURS
ACEFIIMNNORSST: FRACTIONNISMES
ACEFIIMOPRSSTT: PSITTACIFORMES
ACEFIIMRSSTTUY: MYSTIFICATEURS
ACEFIINNNNOOTT: FONCTIONNAIENT
ACEFIINNNOORST: FONCTIONNAIRES
                FONCTIONNARISE
                FONCTIONNERAIS
ACEFIINNNOORTT: FONCTIONNERAIT
ACEFIINNOORSST: CONTREFAISIONS
ACEFIINNORSSST: FRICTIONNASSES
ACEFIINNORSSTT: FRACTIONNISTES
ACEFIINOORRSST: FACTORISERIONS
ACEFIINOORRSTT: TRAFICOTERIONS
ACEFIINOORSSSV: VOCIFERASSIONS
ACEFIINOQSSSUZ: CONFISQUASSIEZ
ACEFINNNOORRST: FRACTIONNERONS
ACEFINNNOORRTT: FRACTIONNERONT
ACEFINNNOORSSS: RENFONCASSIONS
ACEFINNNOOSSST: FONCTIONNASSES
ACEFINNNOOSSUX: CONFESSIONNAUX
ACEFINNOORRSSS: RENFORCASSIONS
ACEFINNOORSSST: CONTREFASSIONS
ACEFINNOORSSTZ: CONFRONTASSIEZ
ACEFINNOOSSSSS: CONFESSASSIONS
ACEFINNOQSSSTU: CONFISQUASSENT
ACEFINOORRSTTU: CONTREFOUTRAIS
ACEFINOORRTTTU: CONTREFOUTRAIT
ACEFINRRRSTTUU: INFRASTRUCTURE
ACEFIRRSSTUUUU: USUFRUCTUAIRES
ACEFNNNOORSSTT: CONFRONTASSENT
ACEFNORRRSSTUU: SURFACTURERONS
ACEFNORRRSTTUU: SURFACTURERONT
ACEGGIILLOOQSU: GLACIOLOGIQUES
ACEGHHIIIOPRRZ: CHIROGRAPHIIEZ
ACEGHHIINOOPRS: ECHOGRAPHIIONS
ACEGHHIINOPRRT: CHIROGRAPHIENT
ACEGHHINOOPRRS: CHOREGRAPHIONS
                CHRONOGRAPHIES
ACEGHHIOOPQRRU: CHOROGRAPHIQUE
ACEGHHIOPRRSSY: CHRYSOGRAPHIES
ACEGHIIINPRSST: SCINTIGRAPHIES
ACEGHIILLOSSUZ: GUILLOCHASSIEZ
ACEGHIILNOPSVY: HYPOVIGILANCES
ACEGHIILNSSSUZ: SCHLINGUASSIEZ
ACEGHIIMOPQRRU: MICROGRAPHIQUE
ACEGHIIMOPRSSU: MUSICOGRAPHIES
ACEGHIINNORSSS: RECHIGNASSIONS
ACEGHIINOOPQRU: ICONOGRAPHIQUE
ACEGHIINOPRSTY: PYTHAGORICIENS
ACEGHIIOPPQRTU: PICTOGRAPHIQUE
ACEGHILLNNOOPS: SPLANCHNOLOGIE
ACEGHILLNOSSTU: GUILLOCHASSENT
ACEGHILLOOOPPT: PHOTOCOPILLAGE
ACEGHILLOOPRSS: OSCILLOGRAPHES
ACEGHILMNOPTYY: HYPOGLYCEMIANT
ACEGHILNNSSSTU: SCHLINGUASSENT
ACEGHILOOOPTTY: CYTOPATHOLOGIE
ACEGHILOOPQRSU: CARPHOLOGIQUES
ACEGHIMNNNOPRU: CHAMPIGNONNEUR
ACEGHIMOOPQRSU: COSMOGRAPHIQUE
ACEGHINOOOPRRS: CORONOGRAPHIES
ACEGHINOOPPRSY: PHARYNGOSCOPIE
ACEGHINOOPRSTY: PHAGOCYTERIONS
ACEGHINORRRSSU: SURCHARGERIONS
ACEGHIOPPRRRTY: CRYPTOGRAPHIER
ACEGHIOPPRRSTY: CRYPTOGRAPHIES
ACEGHIOPPRRTYZ: CRYPTOGRAPHIEZ
ACEGHNOOPPRSSY: PHARYNGOSCOPES
ACEGIIILLMORSU: MICROAIGUILLES
ACEGIIILNNORSS: ANGLICISERIONS
ACEGIILLMOOQTU: CLIMATOLOGIQUE
ACEGIILLMOOSTT: CLIMATOLOGISTE
ACEGIILLNOOOSS: GEOLOCALISIONS
ACEGIILLNOOSSS: COLLIGEASSIONS
ACEGIILMOORRSS: MICROGLOSSAIRE
ACEGIILNNNOTTU: CONGLUTINAIENT
ACEGIILNNORSTU: CONGLUTINERAIS
ACEGIILNNORTTU: CONGLUTINERAIT
ACEGIILNNOTTUV: CONGLUTINATIVE
ACEGIILNOOQRSU: CRANIOLOGIQUES
ACEGIILNOORSST: CRANIOLOGISTES
ACEGIILNORRSTU: GRATICULERIONS
ACEGIILNOSSTTU: GESTICULATIONS
ACEGIIMMNOORRS: MICROORGANISME
ACEGIIMNNOOSTT: METACOGNITIONS
ACEGIINNNOOSST: CONGESTIONNAIS
ACEGIINNNOOSTT: CONGESTIONNAIT
ACEGIINNNORRTT: CONTRAIGNIRENT
ACEGIINNNOSSTU: CONSANGUINITES
ACEGIINNOORSTY: CRYOGENISATION
ACEGIINNORSSST: CONTRAIGNISSES
ACEGIINOORRSSS: CORRIGEASSIONS
ACEGILLLOOOPSS: COLLAPSOLOGIES
ACEGILLMMOORSS: OSCILLOGRAMMES
ACEGILLNOOOQUV: VOLCANOLOGIQUE
ACEGILLNOOQUUV: VULCANOLOGIQUE
ACEGILMNNOOORT: CONGLOMERATION
ACEGILMOPRRSTU: PROMULGATRICES
ACEGILMRRSTUUU: AGRUMICULTURES
ACEGILNNNOSTTU: CONGLUTINANTES
ACEGILNNOSSSTU: CONGLUTINASSES
ACEGILNOOPRRST: PROLONGATRICES
ACEGILNOOPRSSY: LARYNGOSCOPIES
ACEGILOPRRSUUU: GROUPUSCULAIRE
ACEGIMMMOOPRRR: MICROPROGRAMME
ACEGIMNNNOOPQU: COMPAGNONNIQUE
ACEGIMNOOPRRSS: MICROSPORANGES
ACEGIMOPQRSTUY: CRYPTOGAMIQUES
ACEGINNNNOOSTT: CONGESTIONNANT
ACEGINNNOORSSS: RENCOGNASSIONS
ACEGINNOOORRSS: COORGANISERONS
ACEGINNOOORRST: COORGANISERONT
ACEGINNOORSSTT: CONTRAGESTIONS
ACEGLLLOOOPSSU: COLLAPSOLOGUES
ACEGLNNOORRSTU: CONGRATULERONS
ACEGLNNOORRTTU: CONGRATULERONT
ACEGMNNOOOPSST: MAGNETOSCOPONS
ACEHHIIINORRSS: HIERARCHISIONS
ACEHHIOPPQSTUY: PSYCHOPATHIQUE
ACEHHMOOOPRRST: CHROMATOPHORES
ACEHIIIINRSSTZ: CHRISTIANISIEZ
ACEHIIIMNRSSST: CHRISTIANISMES
ACEHIIINNOSSTT: ETHNICISATIONS
ACEHIIINNRSSTT: CHRISTIANISENT
ACEHIIIORSSTTY: HISTIOCYTAIRES
ACEHIIIPRSSTYZ: PSYCHIATRISIEZ
ACEHIIIQRSSTUV: ARCHIVISTIQUES
ACEHIILLNNORSU: HALLUCINERIONS
ACEHIILLNOSSSV: CHEVILLASSIONS
ACEHIILNOSSSUV: VEHICULASSIONS
ACEHIILOPRSSTT: CARTOPHILISTES
ACEHIIMNNOORST: ORNITHOMANCIES
ACEHIIMNOPQTUY: AMPHICTYONIQUE
ACEHIIMNOPRSSS: RECHAMPISSIONS
ACEHIIMOOQRSTU: ISOCHROMATIQUE
ACEHIIMOOSSSST: SCHISTOSOMIASE
ACEHIIMOPPRSST: HIPPOCRATISMES
ACEHIIMOPRRSTT: TRIOMPHATRICES
ACEHIIMORSSYZZ: MYCORHIZASSIEZ
ACEHIINNORRSSY: SYNCHRONISERAI
ACEHIINNOSSSST: TECHNISASSIONS
ACEHIINOOOPPTT: PHOTOCOPIAIENT
ACEHIINOOPRTTU: EUTROPHICATION
ACEHIINOORRRST: CHARRIOTERIONS
ACEHIINOORSSST: COHERITASSIONS
ACEHIINOPRSSTY: ASTROPHYSICIEN
ACEHIINOQRSSUZ: CHRONIQUASSIEZ
ACEHIINOQSSSSU: ESQUICHASSIONS
ACEHIINOQSSSTU: CHIQUETASSIONS
ACEHIINPQRSTUY: INTRAPSYCHIQUE
ACEHIINPRSSTTY: PSYCHIATRISENT
ACEHIIOOOPPRST: PHOTOCOPIERAIS
ACEHIIOOOPPRTT: PHOTOCOPIERAIT
ACEHIIOPPQRSTU: HIPPOCRATIQUES
ACEHIIOPQRRSTU: CHIROPRATIQUES
ACEHIIOPQRSTUY: PHYSIOCRATIQUE
ACEHIIPQRSSTUY: PSYCHIATRIQUES
ACEHIKNOOOSTTU: NOUAKCHOTTOISE
ACEHILLMNOORSU: MACHOUILLERONS
ACEHILLMNOORTU: MACHOUILLERONT
ACEHILLNOORSTU: CHATOUILLERONS
ACEHILLNOORTTU: CHATOUILLERONT
ACEHILMNOOPRRZ: CHLORPROMAZINE
ACEHILMOOOPPST: OPHTALMOSCOPIE
ACEHILMOPRSTYY: LYMPHOCYTAIRES
ACEHILOOPQRSUY: HYPOCALORIQUES
ACEHILOPPQRTUY: PROPHYLACTIQUE
ACEHIMNNNNOORS: MANCHONNERIONS
ACEHIMNNOORRSS: MONARCHISERONS
ACEHIMNNOORRST: MONARCHISERONT
ACEHIMNNORSSSY: ASYNCHRONISMES
                SYNCHRONISAMES
ACEHIMNOOPRSSS: REMPOCHASSIONS
ACEHIMNOORRSST: CHROMATISERONS
ACEHIMNOORRSTT: CHROMATISERONT
ACEHIMNOOSSSTU: MOUCHETASSIONS
ACEHIMNOPPRSSU: SUPERCHAMPIONS
ACEHIMNORSSTYZ: MYCORHIZASSENT
ACEHIMOOPSSTTT: PHOTOTACTISMES
ACEHINNNNOORSS: CHANSONNERIONS
ACEHINNNNOORST: CHANTONNERIONS
ACEHINNNOOPRTT: POCHTRONNAIENT
ACEHINNNOORSSZ: RONCHONNASSIEZ
ACEHINNOOPRRST: POCHTRONNERAIS
ACEHINNOOPRRTT: POCHTRONNERAIT
ACEHINNOORSSTZ: TORCHONNASSIEZ
ACEHINNOQRSSTU: CHRONIQUASSENT
ACEHINNOQSSSUU: CHNEUQUASSIONS
ACEHINNORRSSSY: SYNCHRONISERAS
ACEHINNORSSSSY: SYNCHRONISASSE
ACEHINNORSSSTU: ENTRUCHASSIONS
ACEHINNORSSSTY: SYNCHRONISATES
ACEHINOOPPRRRS: RAPPROCHERIONS
ACEHINOOPRRSSS: REPROCHASSIONS
ACEHINOORRSSTT: ORCHESTRATIONS
ACEHINOORSSSTU: RETOUCHASSIONS
ACEHINOORSSSTV: CHEVROTASSIONS
ACEHINOOSSSSSU: ESSOUCHASSIONS
ACEHIOOOPPSSST: PHOTOCOPIASSES
ACEHIOOPQRRSTU: PROTHORACIQUES
ACEHLLMNOORSTT: THERMOCOLLANTS
ACEHLLOOOPPPRY: POLYPLACOPHORE
ACEHLMMOOPRSSY: LYMPHOSARCOMES
ACEHLMOOOPPSST: OPHTALMOSCOPES
ACEHLOOPQSSTUY: STAPHYLOCOQUES
ACEHMMNOOORRTU: MONOCHROMATEUR
ACEHMOOOOPPRST: PHOTOCOMPOSERA
ACEHNNNNOORSST: RONCHONNASSENT
ACEHNNNOORRSTU: CHANTOURNERONS
ACEHNNNOORRTTU: CHANTOURNERONT
ACEHNNNOORSSTT: TORCHONNASSENT
ACEHNNOOPRSSST: POCHTRONNASSES
ACEHNOOPRRSSSU: POURCHASSERONS
ACEHNOOPRRSSTU: POURCHASSERONT
ACEIIIILMNPSUZ: MUNICIPALISIEZ
ACEIIIILNOSVVZ: CONVIVIALISIEZ
ACEIIIIMNNRSSZ: INCRIMINASSIEZ
ACEIIIIMSSSTVZ: VICTIMISASSIEZ
ACEIIILLMPTTUV: MULTIPLICATIVE
ACEIIILLNNRSST: CRISTALLINIENS
ACEIIILLNOPRST: POLLINISATRICE
ACEIIILLNSSSTZ: SCINTILLASSIEZ
ACEIIILLOSSSTZ: SOLLICITASSIEZ
ACEIIILMMNPSSU: MUNICIPALISMES
ACEIIILMNNPSTU: MUNICIPALISENT
ACEIIILMNOPRSV: PROVINCIALISME
ACEIIILMNORSST: CLIMATISERIONS
ACEIIILMOPRSST: PICTORIALISMES
ACEIIILNNOSSSS: SILENCIASSIONS
ACEIIILNNOSTVV: CONVIVIALISENT
ACEIIILNOORSSS: RESOCIALISIONS
                SOCIALISERIONS
ACEIIILNOPSTTX: EXPLICITATIONS
ACEIIILNOSSTVV: CONVIVIALISTES
ACEIIILOPRSSTT: PICTORIALISTES
ACEIIILPPSSSUZ: SUPPLICIASSIEZ
ACEIIILPRSTTUV: PLURIACTIVITES
ACEIIIMNNNRSST: INCRIMINASSENT
ACEIIIMNNOOPTT: COMPETITIONNAI
ACEIIIMNNOPRST: OMNIPRATICIENS
ACEIIIMNNORRST: RECRIMINATIONS
ACEIIIMNORSSSZ: MICRONISASSIEZ
ACEIIIMNSSSTTV: VICTIMISASSENT
ACEIIIMOPRRSTV: IMPROVISATRICE
ACEIIINNNORSSS: INCINERASSIONS
ACEIIINNNOSSST: SCISSIONNAIENT
ACEIIINNOORRST: RATIOCINERIONS
ACEIIINNORSSSS: SCISSIONNERAIS
ACEIIINNORSSST: SCISSIONNERAIT
ACEIIINNORSSTT: CRETINISATIONS
ACEIIINOPPRRST: PARTICIPERIONS
ACEIIINOPPRSTT: PRECIPITATIONS
ACEIIIOQRTTUUZ: AUTOCRITIQUIEZ
ACEIIJNNOOPRTT: ANTIPROJECTION
ACEIILLLLNOOST: COLLETAILLIONS
ACEIILLLMORTUU: MULTILOCULAIRE
ACEIILLMPRTTUU: MULTIPLICATEUR
ACEIILLNNNOOTU: COUILLONNAIENT
ACEIILLNNOORSU: COUILLONNERAIS
ACEIILLNNOORTU: COUILLONNERAIT
ACEIILLNNOOSUV: ECOUVILLONNAIS
ACEIILLNNOOTUV: ECOUVILLONNAIT
ACEIILLNNSSSTT: SCINTILLASSENT
ACEIILLNOOORSS: ALCOOLISERIONS
ACEIILLNOOPRSU: COUPAILLERIONS
ACEIILLNOORRSU: COURAILLERIONS
ACEIILLNOORSTU: CAILLOUTERIONS
ACEIILLNORRSTY: ACRYLONITRILES
ACEIILLNORSTTU: CROUSTILLAIENT
ACEIILLNOSSSTT: SOLLICITASSENT
ACEIILLNRSSSTY: SYNCRISTALLISE
ACEIILLNRSSTTU: SCINTILLATEURS
ACEIILLORRSSTU: CROUSTILLERAIS
ACEIILLORRSTTU: CROUSTILLERAIT
ACEIILLORSSSUZ: SOURCILLASSIEZ
ACEIILLRRSSTTU: ILLUSTRATRICES
ACEIILMNNOORST: TRIAMCINOLONES
