AAAABIKLL: BALALAIKA
AEEILORST: AEROLITES
           ETIOLERAS
           ETOILERAS
AEEILORSU: SAOULERIE
AEEILORSV: VALORISEE
           VARIOLEES
AEEILORTT: ATTELOIRE
AEEILORTV: VIOLETERA
           VOLETERAI
AEEILORUV: EVOLUERAI
AEEILORUZ: AUREOLIEZ
AEEILOSSS: OISELASSE
AEEILOSST: ETIOLASSE
           ETOILASSE
           OISELATES
AEEILOSSV: OVALISEES
AEEILOSTT: ETIOLATES
           ETOILATES
           TOTALISEE
AEEILPPQU: APPLIQUEE
AEEILPPRU: PEUPLERAI
           REPEUPLAI
AEEILPPRZ: PALPERIEZ
           RAPPELIEZ
AEEILPRRS: PERLERAIS
           REPLIERAS
AEEILPRRT: PERLERAIT
           PLATRERIE
           PLATRIERE
AEEILPRRU: PLEURERAI
           PRIEURALE
AEEILPRRZ: PARLERIEZ
           REPARLIEZ
AEEILPRSS: ESPALIERS
           REPLIASSE
           SPIRALEES
AEEILPRST: PLATERIES
           PLATIERES
           REPLIATES
AEEILPRSV: PRELEVAIS
AEEILPRTU: EPILATEUR
AEEILPRTV: PRELEVAIT
AEEILPRUZ: PIAULEREZ
AEEILPRVZ: PRELAVIEZ
           PREVALIEZ
AEEILPSSS: EPILASSES
           PALISSEES
AEEILPSSZ: PELASSIEZ
AEEILPSTT: PALETTISE
AEEILPSZZ: PEZIZALES
AEEILQRUV: VALERIQUE
AEEILQRUZ: LAQUERIEZ
AEEILQSTU: ELASTIQUE
AEEILQSUX: ALEXIQUES
AEEILQUUV: EQUIVALUE
AEEILQUVZ: EQUIVALEZ
AEEILRRRU: LEURRERAI
AEEILRRSS: LISERERAS
           RELAISSER
AEEILRRST: ARTERIELS
           RATELIERS
AEEILRRSZ: RESALIREZ
AEEILRRTT: LETTRERAI
AEEILRRUV: LEVURERAI
AEEILRSSS: LASSERIES
           LISERASSE
           RELAISSES
           RELIASSES
           RESALISSE
AEEILRSST: ERISTALES
           LESTERAIS
           LISERATES
           REALISTES
           RESALITES
AEEILRSSV: LESSIVERA
AEEILRSSZ: LAISSEREZ
           LASSERIEZ
           RELAISSEZ
AEEILRSTT: ALTERITES
           LATERITES
           LESTERAIT
AEEILRSTU: ALEURITES
           TAULIERES
AEEILRSTV: LEVITERAS
           RELATIVES
           VERSATILE
AEEILRSTY: LAYETIERS
AEEILRSUV: SURELEVAI
AEEILRSUZ: SALUERIEZ
AEEILRSVZ: SALIVEREZ
           VALSERIEZ
AEEILRTTU: TUTELAIRE
AEEILRTTV: LEVRETTAI
AEEILRTTZ: LATTERIEZ
AEEILRTUX: EXULTERAI
AEEILRUVZ: AVEULIREZ
AEEILSSSV: SLAVISEES
AEEILSSSX: EXILASSES
AEEILSSSZ: LESASSIEZ
AEEILSSTU: LAITEUSES
AEEILSSTV: ESTIVALES
           LEVITASSE
           TELEVISAS
           VESTALIES
AEEILSSUV: AVEULISSE
AEEILSSUX: SEXUALISE
AEEILSSUZ: ELUASSIEZ
AEEILSSVZ: LEVASSIEZ
           VELASSIEZ
AEEILSTTV: LEVITATES
           TELEVISAT
           VALISETTE
AEEILSTUV: AVEULITES
AEEILSTUX: SEXUALITE
AEEIMMNNT: IMMANENTE
           MANIEMENT
AEEIMMNRS: REMMENAIS
AEEIMMNRT: REMMENAIT
AEEIMMNSS: ENSIMAMES
AEEIMMOPR: POMMERAIE
AEEIMMORR: REMEMORAI
AEEIMMPRS: EMPIRAMES
           PERIMAMES
AEEIMMPUZ: EMPAUMIEZ
AEEIMMRRS: AMERRIMES
AEEIMMRRU: EMMURERAI
AEEIMMRSS: MEMERISAS
           REMISAMES
AEEIMMRST: EMMETRAIS
           MARMITEES
           MEMERISAT
           MERITAMES
AEEIMMRSX: REMIXAMES
AEEIMMRTT: EMMETRAIT
AEEIMMSST: ESTIMAMES
           MESESTIMA
AEEIMMSTU: EMMIEUTAS
AEEIMMTTU: EMMIEUTAT
AEEIMNNOS: MAISONNEE
AEEIMNNPS: EMPENNAIS
AEEIMNNPT: EMPENNAIT
AEEIMNNPZ: EMPANNIEZ
AEEIMNNRS: ARMENIENS
AEEIMNNRT: ANIMERENT
           MANIERENT
           MARTIENNE
           REANIMENT
           REMANIENT
AEEIMNNRX: MARXIENNE
AEEIMNNSS: SAMIENNES
AEEIMNNST: INENTAMES
           SAINEMENT
AEEIMNNSV: ENVENIMAS
AEEIMNNSY: NIAMEYENS
AEEIMNNTT: MENTAIENT
AEEIMNNTU: MAINTENUE
AEEIMNNTV: ENVENIMAT
           NAIVEMENT
           VAINEMENT
AEEIMNNTX: EXAMINENT
AEEIMNNTZ: MAINTENEZ
AEEIMNNZZ: MEZZANINE
AEEIMNOOR: AERONOMIE
AEEIMNORS: ROMANISEE
AEEIMNORT: MONETAIRE
AEEIMNORU: AUMONERIE
           AUMONIERE
AEEIMNOSX: ANOXEMIES
AEEIMNOTX: MENOTAXIE
AEEIMNPRS: AMPERIENS
           MEPRENAIS
AEEIMNPRT: MEPRENAIT
           PIMENTERA
AEEIMNPST: PAIEMENTS
AEEIMNPTT: EMPIETANT
AEEIMNPTU: EMPUANTIE
AEEIMNQSU: AMNESIQUE
           ANEMIQUES
           EQUANIMES
AEEIMNQTU: NEMATIQUE
           QUANTIEME
AEEIMNRRS: MARNIERES
AEEIMNRRT: ENTRAIMER
           INTERARME
           MARIERENT
           REMARIENT
           TERMINERA
AEEIMNRRU: NUMERAIRE
           REMUNERAI
AEEIMNRRZ: MARINEREZ
           MARNERIEZ
           RANIMEREZ
AEEIMNRSS: ENSIMERAS
           ERASMIENS
           INSERAMES
           RESINAMES
           SERINAMES
AEEIMNRST: EMERISANT
           ENTRAIMES
           INERTAMES
           MATERNISE
           NATREMIES
AEEIMNRSU: AMENUISER
           ENUMERAIS
           MENUISERA
           UNIRAMEES
AEEIMNRSV: ANEVRISME
           ENIVRAMES
AEEIMNRTT: MATERNITE
           MERITANTE
           METRAIENT
AEEIMNRTU: ENUMERAIT
           MUERAIENT
           REMUAIENT
AEEIMNRTX: EXTERMINA
AEEIMNRTZ: ENTRAIMEZ
           MATERNIEZ
           MATINEREZ
           RENTAMIEZ
AEEIMNSSS: ENSIMASSE
AEEIMNSST: EMIASSENT
           ENSIMATES
           ESSAIMENT
           STAMINEES
AEEIMNSSU: AMENUISES
           MANIEUSES
AEEIMNSSZ: MENASSIEZ
AEEIMNSTT: EMETISANT
           ESTAMINET
           TANTIEMES
           TEINTAMES
           TETANISME
AEEIMNSTU: MATINEUSE
AEEIMNSUV: MAUVEINES
AEEIMNSUZ: AMENUISEZ
AEEIMNTTT: EMIETTANT
           METTAIENT
AEEIMNTVV: AVIVEMENT
AEEIMOPRT: AMETROPIE
           EMPOTERAI
AEEIMOQSU: MOSAIQUEE
AEEIMORRS: ARMORIEES
AEEIMORSS: ISOMERASE
           MASEROISE
AEEIMORST: ATERMOIES
           METEORISA
           MORTAISEE
AEEIMORTT: EMOTTERAI
AEEIMORTX: AXIOMETRE
AEEIMOSST: ATOMISEES
           SOMATISEE
AEEIMOSTZ: AZOTEMIES
AEEIMPPRS: REPIPAMES
AEEIMPPRT: PREEMPTAI
AEEIMPPRZ: EPAMPRIEZ
           MAPPERIEZ
AEEIMPPST: PIPETAMES
AEEIMPQSU: EPIMAQUES
           EQUIPAMES
AEEIMPRRR: REPRIMERA
AEEIMPRRS: EMPIERRAS
           EMPIRERAS
           MEPRISERA
           PERIMERAS
AEEIMPRRT: EMPIERRAT
           IMPETRERA
           RETREMPAI
           TREMPERAI
AEEIMPRRX: EXPRIMERA
AEEIMPRRZ: RAMPERIEZ
AEEIMPRSS: ASPERMIES
           EMPIRASSE
           EMPRESSAI
           PERIMASSE
AEEIMPRST: EMPETRAIS
           EMPIRATES
           ETRIPAMES
           PERIMATES
           REMPIETAS
           SPERMATIE
           TEMPERAIS
AEEIMPRSU: PAUMIERES
AEEIMPRSX: EXPIRAMES
AEEIMPRSZ: PARSEMIEZ
AEEIMPRTT: EMPETRAIT
           REMPIETAT
           TEMPERAIT
AEEIMPRUZ: PAUMERIEZ
AEEIMPRVZ: VAMPERIEZ
AEEIMPSSS: EPISSAMES
           PASSEISME
AEEIMPSST: EMPESTAIS
           ESTAMPIES
           ETAPISMES
AEEIMPSSU: EPUISAMES
AEEIMPSTT: EMPESTAIT
           TEMPETAIS
AEEIMPSTU: PIEUTAMES
AEEIMPSTX: EXEMPTAIS
AEEIMPSTZ: ESTAMPIEZ
AEEIMPTTT: TEMPETAIT
AEEIMPTTX: EXEMPTAIT
AEEIMPTTZ: EMPATTIEZ
AEEIMQRTU: QUATRIEME
AEEIMQRUZ: MAQUERIEZ
AEEIMQSTU: MASTIQUEE
AEEIMRRRU: ARMURERIE
           ARMURIERE
AEEIMRRRZ: AMERRIREZ
           ARRIMEREZ
           MARRERIEZ
AEEIMRRSS: AMERRISSE
           REMISERAS
AEEIMRRST: AMERRITES
           MERITERAS
           METRERAIS
           RETIRAMES
AEEIMRRSU: ARRIMEUSE
           MESURERAI
           MURERAIES
           REMESURAI
           REMUERAIS
           RESUMERAI
AEEIMRRSV: REVIRAMES
AEEIMRRSX: REMIXERAS
AEEIMRRTT: METRERAIT
           REMETTRAI
AEEIMRRTU: REMUERAIT
AEEIMRRTZ: TRAMERIEZ
AEEIMRRUZ: AMURERIEZ
AEEIMRSSS: MAIRESSES
           MASSIERES
           REMISASSE
           RESSEMAIS
AEEIMRSST: ARTEMISES
           ASTERISME
           ESTIMERAS
           MAITRESSE
           MERITASSE
           METISSERA
           REMISATES
           RESSEMAIT
AEEIMRSSU: MARIEUSES
           MESUSERAI
AEEIMRSSV: REVISAMES
AEEIMRSSX: MARXISEES
           REMIXASSE
AEEIMRSSZ: MASSERIEZ
AEEIMRSTT: EMERITATS
           EMETTRAIS
           MERITATES
           REMETTAIS
AEEIMRSTV: AVERTIMES
           ETRIVAMES
           RIVETAMES
AEEIMRSTX: REMIXATES
AEEIMRSTY: ASYMETRIE
AEEIMRSTZ: TAMISEREZ
AEEIMRSUZ: AMUSERIEZ
AEEIMRTTT: EMETTRAIT
           REMETTAIT
AEEIMRTTX: TAXIMETRE
AEEIMRTTZ: TREMATIEZ
AEEIMRTUZ: RAMEUTIEZ
AEEIMSSST: ESTIMASSE
           SIESTAMES
AEEIMSSSZ: SEMASSIEZ
AEEIMSSTT: ESTIMATES
           ETATISMES
AEEIMSSTU: TAMISEUSE
AEEIMSSTV: ESTIVAMES
           MASSIVETE
AEEIMSSTX: EXISTAMES
AEEIMSSTY: MESSEYAIT
AEEIMSTUZ: AZIMUTEES
           ZIEUTAMES
AEEIMTTUV: MAUVIETTE
AEEINNNRU: URANIENNE
AEEINNNST: ANTIENNES
AEEINNOPR: EPERONNAI
AEEINNORS: ENNOIERAS
           RAISONNEE
AEEINNORT: ETONNERAI
           RATIONNEE
AEEINNORV: OVARIENNE
AEEINNOSS: OASIENNES
           SENONAISE
AEEINNOSZ: NEONAZIES
AEEINNOTU: AOUTIENNE
           ENOUAIENT
AEEINNPPR: PARIPENNE
AEEINNPPT: EPEPINANT
AEEINNPRS: PERENNISA
           PRAIENNES
AEEINNPRT: PRENAIENT
AEEINNPRV: PARVIENNE
AEEINNPST: APTIENNES
           PENSAIENT
AEEINNQRU: ENARQUIEN
AEEINNQSU: SEQUANIEN
AEEINNRRT: ENTRAINER
           INTERNERA
           RAINERENT
AEEINNRRV: INNERVERA
AEEINNRSS: ANSERINES
           ENRESINAS
           RENNAISES
AEEINNRST: ANISERENT
           ENRESINAT
           ENTERINAS
           ENTRAINES
           ETRENNAIS
           NEANTISER
           TANNERIES
           TARSIENNE
AEEINNRSU: ANEURINES
           ENNUIERAS
AEEINNRSV: VANNERIES
           VANNIERES
AEEINNRSZ: NANISEREZ
AEEINNRTT: ENTERINAT
           ENTRAIENT
           EREINTANT
           ETRENNAIT
           INTENTERA
           RENTAIENT
           TARENTINE
           TRENTAINE
AEEINNRTU: NUERAIENT
AEEINNRTV: AVINERENT
           ENIVRANTE
           INVENTERA
           REINVENTA
AEEINNRTZ: ENTRAINEZ
           TANNERIEZ
AEEINNRUV: VAURIENNE
AEEINNRVW: WAVRIENNE
AEEINNRVZ: VANNERIEZ
AEEINNSST: NEANTISES
           TANNISEES
AEEINNSTT: SENTAIENT
AEEINNSTU: ETASUNIEN
AEEINNSTX: ANNEXITES
AEEINNSTZ: NEANTISEZ
AEEINNSUV: NEUVAINES
AEEINNTTT: TEINTANTE
           TENTAIENT
AEEINOPPT: APPOINTEE
AEEINOPRT: EPOINTERA
           OPERAIENT
AEEINOPST: PIANOTEES
AEEINOPSU: EPANOUIES
AEEINORRS: AERERIONS
           RONERAIES
AEEINORRT: ORIENTERA
           RENOTERAI
           REORIENTA
AEEINORRU: ENROUERAI
           RENOUERAI
AEEINORRV: RENOVERAI
AEEINORST: ETAIERONS
           NOTARIEES
           OSERAIENT
AEEINORSU: ENOUERAIS
AEEINORSV: VERONAISE
AEEINORSX: ANOREXIES
           EXONERAIS
AEEINORSY: NOYERAIES
AEEINORTT: ETAIERONT
           NETTOIERA
           OTERAIENT
           TOREAIENT
AEEINORTU: ENOUERAIT
AEEINORTX: EXONERAIT
AEEINORVZ: AVOINEREZ
AEEINOSTU: OUATINEES
AEEINOSUV: EVANOUIES
           INAVOUEES
AEEINPPRR: RENIPPERA
AEEINPPRT: APPRENTIE
           PREPAIENT
AEEINPPRZ: APPRENIEZ
           NAPPERIEZ
AEEINPQSU: APNEIQUES
           PANIQUEES
           PASQUINEE
AEEINPRRS: REPRENAIS
AEEINPRRT: EPIERRANT
           PARIERENT
           REPAIRENT
           REPENTIRA
           REPRENAIT
AEEINPRRZ: RAPINEREZ
AEEINPRSS: PASSERINE
           PENSERAIS
           REPENSAIS
AEEINPRST: PANETIERS
           PANTIERES
           PARETIENS
           PENETRAIS
           PENSERAIT
           PRESENTAI
           REPENSAIT
           REPENTAIS
           SERPENTAI
           SPARTEINE
AEEINPRSV: PREVENAIS
AEEINPRSZ: PANSERIEZ
AEEINPRTT: PATERNITE
           PATIENTER
           PENETRAIT
           PRETAIENT
           REPENTAIT
AEEINPRTU: EPURAIENT
           PETUNERAI
           PUERAIENT
AEEINPRTV: PREVENAIT
AEEINPRTX: EXPIRANTE
AEEINPRTZ: ARPENTIEZ
           PATINEREZ
           TAPINEREZ
           TREPANIEZ
AEEINPRUX: PERINEAUX
AEEINPRVZ: PARVENIEZ
AEEINPSSS: EPINASSES
           PEINASSES
AEEINPSST: APNEISTES
           EPIASSENT
AEEINPSSU: PUNAISEES
AEEINPSTT: PATIENTES
           PESTAIENT
           SAPINETTE
AEEINPSTU: EPUISANTE
           PATINEUSE
           TAPINEUSE
           TAUPINEES
AEEINPSTZ: ESPANTIEZ
AEEINPSVX: EXPANSIVE
AEEINPTTT: PATINETTE
AEEINPTTZ: PATENTIEZ
           PATIENTEZ
AEEINQRRU: ENQUERRAI
AEEINQRSU: ARSENIQUE
           ENQUERAIS
AEEINQRTU: ENQUERAIT
AEEINQRUU: ENUQUERAI
AEEINQRUZ: NIAQUEREZ
AEEINQSTU: ENQUETAIS
           QUETAINES
           TAQUINEES
AEEINQSUV: VESANIQUE
AEEINQSUX: AXENIQUES
AEEINQTTU: ENQUETAIT
           EQUITANTE
           QUETAIENT
           TETANIQUE
AEEINRRRT: ARRIERENT
           RENTRAIRE
           RENTRERAI
AEEINRRRV: RENVERRAI
           REVERNIRA
AEEINRRRZ: NARRERIEZ
AEEINRRSS: ENSERRAIS
           INSERERAS
           REINSERAS
           RESINERAS
           SERINERAS
AEEINRRST: ARISERENT
           ENSERRAIT
           ENTERRAIS
           ENTRERAIS
           INERTERAS
           REINSERAT
           RENTERAIS
           RENTRAIES
           SERRAIENT
           TERNAIRES
AEEINRRSU: ARSENIURE
           RAINUREES
AEEINRRSV: ENIVRERAS
           ENVERRAIS
           INVERSERA
           RENVERSAI
AEEINRRTT: ENTERRAIT
           ENTRERAIT
           REITERANT
           RENTERAIT
           RENTRAITE
           RETENTIRA
           RETRAIENT
           TERRAIENT
AEEINRRTU: ANTERIEUR
           RUERAIENT
AEEINRRTV: ENVERRAIT
           TAVERNIER
           VARIERENT
           VERATRINE
           VERRAIENT
AEEINRRTZ: ARRENTIEZ
           RATINEREZ
           RENAITREZ
           TRAINEREZ
AEEINRRVZ: NAVRERIEZ
           RAVINEREZ
AEEINRSSS: INSERASSE
           RENAISSES
           RENIASSES
           RESINASSE
           SERINASSE
AEEINRSST: ARSENITES
           ARTESIENS
           ETERNISAS
           INERTASSE
           INSERATES
           INTERESSA
           RESINATES
           RESSAIENT
           SERINATES
           STEARINES
AEEINRSSU: EURASIENS
           SAUNIERES
AEEINRSSV: ENIVRASSE
AEEINRSSZ: RENAISSEZ
AEEINRSTT: ASTREINTE
           ETERNISAT
           INERTATES
           NATTIERES
           NITRATEES
           RAINETTES
           RENETTAIS
           RESTAIENT
           RETENTAIS
           STERAIENT
           TARTINEES
           TEINTERAS
           TENTERAIS
           TERSAIENT
           TETANISER
           TRANSITEE
AEEINRSTU: ESTUARIEN
           ETERNUAIS
           INSATUREE
           INSTAUREE
           RATINEUSE
           SUERAIENT
           TRAINEUSE
           USERAIENT
AEEINRSTV: AVISERENT
           ENIVRATES
           EVENTRAIS
           INVERTASE
           INVETERAS
           SERVAIENT
           SEVRAIENT
           TREVISANE
           VANTERIES
           VERSAIENT
AEEINRSTZ: SATINEREZ
           TANISEREZ
AEEINRSUX: ARSENIEUX
AEEINRSUZ: SAUNERIEZ
           SUZERAINE
AEEINRTTT: RENETTAIT
           RETENTAIT
           TENTERAIT
AEEINRTTU: ETERNUAIT
           TUERAIENT
AEEINRTTV: EVENTRAIT
           INVETERAT
           VENTERAIT
AEEINRTTX: EXTRAIENT
AEEINRTTZ: ATTINEREZ
           ENTARTIEZ
           NATTERIEZ
AEEINRTVV: AVIVERENT
AEEINRTVZ: ENTRAVIEZ
           VANTERIEZ
AEEINSSSU: SANIEUSES
AEEINSSSV: ENVIASSES
           VEINASSES
AEEINSSTT: ANISETTES
           SAINTETES
           SANISETTE
           TEINTASSE
           TETANISES
AEEINSSTU: SATINEUSE
AEEINSSTV: VESSAIENT
AEEINSSTZ: ENTASSIEZ
AEEINSSUX: ANXIEUSES
AEEINSTTT: ATTEINTES
           ENSTATITE
           ETATISENT
           SAIETTENT
           SATINETTE
           TEINTATES
           TESTAIENT
AEEINSTTU: AUSTENITE
AEEINSTTV: ESTIVANTE
AEEINSTTX: EXISTANTE
           EXTASIENT
AEEINSTTZ: TETANISEZ
           ZESTAIENT
AEEINSTUV: VANITEUSE
AEEINSTUX: EXTENUAIS
AEEINTTTV: ATTENTIVE
           TENTATIVE
AEEINTTTX: TEXTAIENT
AEEINTTTZ: ATTENTIEZ
AEEINTTUV: ETUVAIENT
AEEINTTUX: EXTENUAIT
AEEINTTUZ: ATTENUIEZ
AEEINTTVZ: NAVETTIEZ
AEEIOPRRR: PERORERAI
AEEIOPRRS: OPERERAIS
           REOPERAIS
           REPOSERAI
AEEIOPRRT: OPERERAIT
           REOPERAIT
AEEIOPRRU: EPOUAIRER
AEEIOPRST: POETISERA
AEEIOPRSU: EPOUAIRES
           EPOUSERAI
AEEIOPRSV: VAPORISEE
AEEIOPRSX: EXPOSERAI
           REEXPOSAI
AEEIOPRTU: EPOUTIERA
           ETOUPERAI
           EUPATOIRE
           POIREAUTE
AEEIOPRTV: EVAPORITE
AEEIOPRUZ: EPOUAIREZ
AEEIOPRVZ: EVAPORIEZ
AEEIOPSSV: PAVOISEES
AEEIOPSTU: AUTOPSIEE
AEEIOPSTY: APITOYEES
AEEIOQRUV: EVOQUERAI
AEEIORRSS: ESSORERAI
           ROSERAIES
AEEIORRST: AEROSTIER
           EROTISERA
           TOREERAIS
AEEIORRTT: TOREERAIT
AEEIORRTV: REVOTERAI
AEEIORRTZ: ZEROTERAI
AEEIORRUV: OEUVRERAI
AEEIORRZZ: AZORERIEZ
AEEIORSTU: AUTORISEE
           OUATERIES
AEEIORTUZ: AOUTERIEZ
           OUATERIEZ
AEEIORTVX: VEXATOIRE
AEEIORTWZ: WATERZOEI
AEEIORTZZ: AZOTERIEZ
AEEIORUVZ: AVOUERIEZ
AEEIPPRRS: REAPPRISE
           REPIPERAS
AEEIPPRRT: PERPETRAI
AEEIPPRRZ: PREPARIEZ
           RAPPERIEZ
AEEIPPRSS: REPIPASSE
AEEIPPRST: APPERTISE
           PAPETIERS
           PERIPATES
           PIPETERAS
           REPIPATES
AEEIPPRSU: PAUPERISE
           PAUPIERES
AEEIPPRTT: PIPETTERA
AEEIPPRTU: PERPETUAI
           PIPEAUTER
AEEIPPRTZ: APPRETIEZ
AEEIPPRUZ: APPUIEREZ
AEEIPPRYZ: PREPAYIEZ
AEEIPPRZZ: ZAPPERIEZ
AEEIPPSSS: PEPIASSES
AEEIPPSST: PIPETASSE
AEEIPPSTT: PIPETATES
AEEIPPSTU: PIPEAUTES
AEEIPPTTU: PAUPIETTE
AEEIPPTUZ: PIPEAUTEZ
AEEIPQRRU: PARQUIERE
           REPIQUERA
AEEIPQRSU: EQUIPERAS
           REEQUIPAS
AEEIPQRTU: PARETIQUE
           PIQUETERA
           PRATIQUEE
           REEQUIPAT
AEEIPQRUZ: APIQUEREZ
           PAQUERIEZ
AEEIPQSSU: EQUIPASSE
AEEIPQSTU: ASEPTIQUE
           EQUIPATES
AEEIPQTUZ: PAQUETIEZ
AEEIPRRRS: REPRISERA
           RESPIRERA
AEEIPRRRT: PRETIRERA
           REPETRIRA
AEEIPRRRU: PARURERIE
           PARURIERE
AEEIPRRSS: PRESSERAI
AEEIPRRST: ETRIPERAS
           PERIASTRE
           PRESTERAI
           PRETERAIS
           REPARTIES
           SPARTERIE
AEEIPRRSU: EPURERAIS
           UPERISERA
AEEIPRRSV: PREAVISER
           PRESERVAI
AEEIPRRSX: EXPIRERAS
AEEIPRRSZ: ASPIREREZ
           SPRAIEREZ
AEEIPRRTT: PRETERAIT
           PRETERITA
           PRETRAITE
AEEIPRRTU: APERITEUR
           EPURERAIT
           REPUTERAI
AEEIPRRTX: EXPATRIER
           EXTIRPERA
AEEIPRRTZ: PIRATEREZ
           REPAITREZ
           REPARTIEZ
AEEIPRRUZ: APURERIEZ
AEEIPRSSS: EPISSERAS
           PAIRESSES
           PESSAIRES
           REPAISSES
AEEIPRSST: APETISSER
           ASEPTISER
           ASPERITES
           ETRIPASSE
           PESTERAIS
           RAPETISSE
           RETAPISSE
AEEIPRSSU: EPAISSEUR
           EPUISERAS
           PARIEUSES
           PEAUSSIER
AEEIPRSSV: PREAVISES
AEEIPRSSX: EXPIRASSE
AEEIPRSSZ: PARESSIEZ
           PASSERIEZ
           REPAISSEZ
           REPASSIEZ
AEEIPRSTT: ETRIPATES
           PARISETTE
           PATTIERES
           PESTERAIT
           RAPIETTES
AEEIPRSTU: PIEUTERAS
           TAUPIERES
AEEIPRSTX: EXPATRIES
           EXPERTISA
           EXPIRATES
           PREEXISTA
AEEIPRSUZ: PAUSERIEZ
AEEIPRSVZ: PREAVISEZ
AEEIPRSXY: APYREXIES
AEEIPRTTX: PRETEXTAI
AEEIPRTUV: EPURATIVE
AEEIPRTUX: EXPIATEUR
AEEIPRTUZ: TAUPERIEZ
AEEIPRTXZ: EXPATRIEZ
AEEIPRUVX: VIPEREAUX
AEEIPSSSS: EPISSASSE
AEEIPSSST: APETISSES
           ASEPTISES
           EPISSATES
           PASSEISTE
           PASTISSEE
           PATISSEES
           PIETASSES
           TAPISSEES
AEEIPSSSU: EPUISASSE
AEEIPSSSV: PASSIVEES
AEEIPSSSX: EXPIASSES
AEEIPSSSZ: PESASSIEZ
AEEIPSSTT: EPISTATES
           ETAPISTES
           PETASITES
AEEIPSSTU: EPUISATES
           PIEUTASSE
AEEIPSSTV: EPAVISTES
AEEIPSSTZ: APETISSEZ
           ASEPTISEZ
           PETASSIEZ
AEEIPSSXZ: EXPASSIEZ
AEEIPSTTU: PIEUTATES
AEEIQRRRU: REQUERRAI
AEEIQRRSU: AREQUIERS
           EQUARRIES
           EQUERRAIS
           REQUERAIS
AEEIQRRTU: EQUERRAIT
           ERRATIQUE
           ETRIQUERA
           REQUERAIT
AEEIQRRUZ: ARQUERIEZ
           RAQUERIEZ
AEEIQRSSU: RESEQUAIS
AEEIQRSTU: QUETERAIS
           REQUETAIS
           RESEQUAIT
           STEARIQUE
AEEIQRSUV: ESQUIVERA
AEEIQRSUZ: SAQUERIEZ
AEEIQRTTU: ATTRIQUEE
           QUETERAIT
           REQUETAIT
AEEIQRTUU: QUEUTERAI
AEEIQRTUZ: ETARQUIEZ
           TAQUERIEZ
AEEIQRUVZ: VAQUERIEZ
AEEIQSSTU: ASTIQUEES
AEEIQSSUZ: SQUEEZAIS
AEEIQSTTU: ETATIQUES
           ETIQUETAS
AEEIQSTUU: EQUEUTAIS
AEEIQSTUV: AVESTIQUE
AEEIQSTUZ: SQUEEZAIT
AEEIQTTTU: ETIQUETAT
AEEIQTTUU: EQUEUTAIT
AEEIQTTUX: EXTATIQUE
AEEIRRRSS: RESSERRAI
           SERRERAIS
AEEIRRRST: RETIRERAS
           SERRERAIT
           TERRERAIS
AEEIRRRSV: REVERRAIS
           REVIRERAS
AEEIRRRSZ: ARRISEREZ
AEEIRRRTT: RETRAITER
           TERRERAIT
AEEIRRRTV: REVERRAIT
           TREVIRERA
AEEIRRRTW: REWRITERA
AEEIRRRTZ: RETRAIREZ
AEEIRRRVZ: ARRIVEREZ
AEEIRRSST: RESISTERA
           RESTERAIS
           RETERSAIS
           RETIRASSE
           RETISSERA
           STERERAIS
           TERSERAIS
           TRESSERAI
AEEIRRSSU: RESSUERAI
           RESSUIERA
AEEIRRSSV: RESERVAIS
           REVERSAIS
           REVIRASSE
           REVISERAS
           REVISSERA
           SEVRERAIS
           VERSERAIS
AEEIRRSSZ: ERRASSIEZ
           RASSIEREZ
AEEIRRSTT: ARRETISTE
           ARTERITES
           ATTERRIES
           RESTERAIT
           RETERSAIT
           RETIRATES
           RETRAITES
           SARRIETTE
           STERERAIT
           TERSERAIT
AEEIRRSTU: RESITUERA
AEEIRRSTV: ETRIVERAS
           RESERVAIT
           REVERSAIT
           REVETIRAS
           REVIRATES
           RIVETERAS
           SEVRERAIT
           VERSERAIT
AEEIRRSUZ: SAURERIEZ
AEEIRRSVZ: RAVISEREZ
AEEIRRTTV: RIVETTERA
AEEIRRTTZ: ATTERRIEZ
           ATTIREREZ
           RETRAITEZ
           TRAITEREZ
AEEIRRTVZ: AVERTIREZ
AEEIRRTXZ: EXTRAIREZ
AEEIRRTYZ: RETRAYIEZ
AEEIRRUZZ: AZURERIEZ
AEEIRRVVZ: RAVIVEREZ
AEEIRRZZZ: RAZZIEREZ
AEEIRSSSS: SERIASSES
AEEIRSSST: ETIRASSES
           ITERASSES
           RATISSEES
           SIESTERAS
           STARISEES
AEEIRSSSU: AUSSIERES
           ESSUIERAS
AEEIRSSSV: ASSERVIES
           REVISASSE
           VESSERAIS
AEEIRSSSZ: SASSERIEZ
AEEIRSSTT: TESTERAIS
AEEIRSSTU: ESTUAIRES
           SAUTERIES
AEEIRSSTV: ASSERTIVE
           AVERTISSE
           ESTIVERAS
           ETRIVASSE
           REVISATES
           RIVETASSE
           SAVETIERS
           VESSERAIT
AEEIRSSTX: EXISTERAS
AEEIRSSTZ: ESSARTIEZ
           TASSERIEZ
           ZESTERAIS
AEEIRSSVZ: REVASSIEZ
AEEIRSSYZ: RASSEYIEZ
           RESSAYIEZ
           YASSERIEZ
AEEIRSTTT: ATTITREES
           ATTRISTEE
           TESTERAIT
AEEIRSTTU: AUSTERITE
AEEIRSTTV: AVERTITES
           ETRIVATES
           RIVETATES
           TRAVESTIE
AEEIRSTTX: EXTRAITES
