AAABCC: CACABA
BEGINU: BEGUIN
BEGIOO: BOOGIE
BEGIOS: BOGIES
        GOBIES
BEGIOT: BIGOTE
BEGIOU: BOUGIE
BEGIOY: GIBOYE
BEGIOZ: GOBIEZ
BEGIRS: BIGRES
BEGIRU: BRIGUE
        GUIBRE
BEGIST: GIBETS
BEGISU: BIGUES
BEGLOS: GLOBES
BEGLOU: BLOGUE
BEGLOW: WEBLOG
BEGLSU: BUGLES
        BULGES
BEGMSU: BEGUMS
BEGNOR: BORGNE
BEGNOT: GOBENT
BEGNRU: BUGNER
BEGNSU: BUGNES
BEGNUZ: BUGNEZ
BEGORU: BOGUER
        BOUGER
        BOUGRE
        BOURGE
        GOBEUR
BEGOSU: BOGUES
        BOUGES
BEGOSY: BOGEYS
BEGOTU: BOGUET
BEGOUZ: BOGUEZ
        BOUGEZ
BEGRRU: BURGER
BEHIIN: INHIBE
BEHIOP: PHOBIE
BEHLMU: HUMBLE
BEHMOR: HOMBRE
        RHOMBE
BEHRSU: HERBUS
BEHRTU: TURBEH
BEHSSU: BUSHES
BEIILS: BILIES
BEIILZ: BILIEZ
BEIINZ: BINIEZ
BEIIPZ: BIPIEZ
BEIIRS: IBERIS
BEIIST: STIBIE
BEIISZ: BISIEZ
BEIITZ: BITIEZ
BEIJLU: JUBILE
BEIJNS: BENJIS
BEIJNT: BINTJE
BEIKRS: BIKERS
BEIKRU: BIKEUR
BEILLO: BIOLLE
        BOILLE
BEILLR: BILLER
        BRILLE
BEILLS: BILLES
BEILLT: BILLET
BEILLZ: BILLEZ
BEILMO: MOBILE
BEILMR: BLEMIR
BEILMS: BLEMIS
        LIMBES
BEILMT: BLEMIT
BEILNO: BELINO
BEILNT: BILENT
BEILNU: NUBILE
BEILNY: BYLINE
        LIBYEN
BEILOP: BIPOLE
BEILOR: BOILER
        BOLIER
        LIBERO
BEILOS: ELBOIS
        LOBIES
BEILOU: EBLOUI
        OUBLIE
BEILOZ: LOBIEZ
BEILPU: PUBLIE
BEILRR: RIBLER
BEILRS: BRESIL
        LIBERS
        LIBRES
        RIBLES
BEILRU: BLEUIR
        BREUIL
BEILRZ: RIBLEZ
BEILSS: BISSEL
BEILSU: BLEUIS
        LUBIES
BEILTT: BLETTI
BEILTU: BLEUIT
BEILUX: BILEUX
BEIMNO: BINOME
BEIMNR: NIMBER
BEIMNS: NIMBES
BEIMNZ: NIMBEZ
BEIMOS: BIOMES
        EMBOIS
BEIMOT: EMBOIT
BEIMOZ: ZOMBIE
BEIMRR: BRIMER
BEIMRS: BRIMES
BEIMRT: TIMBRE
BEIMRU: ERBIUM
BEIMRZ: BRIMEZ
BEIMSU: IMBUES
BEIMTU: BITUME
BEINNS: BENINS
BEINNT: BINENT
BEINNU: NUBIEN
BEINOR: BORINE
        ROBINE
BEINOS: BEIONS
        BESOIN
BEINOT: BENOIT
        BONITE
BEINOU: BOUINE
BEINOV: BOVINE
BEINPT: BIPENT
BEINPU: PUBIEN
BEINRU: BINEUR
        BRUINE
        BRUNIE
        BURINE
        RUBINE
BEINST: BENITS
        BISENT
BEINTT: BITENT
BEINTU: BUTINE
        INTUBE
BEIORS: BOIRES
        BOISER
        BORIES
        BROIES
        OBIERS
        REBOIS
        RIBOSE
BEIORT: BOITER
        ORBITE
        REBOIT
        RIBOTE
BEIORU: OUREBI
BEIORV: OBVIER
BEIORZ: BOIREZ
        ROBIEZ
BEIOSS: BOISES
BEIOST: BIOTES
        BOITES
BEIOSV: BOIVES
        OBVIES
BEIOSZ: BOISEZ
BEIOTT: BOITTE
BEIOTZ: BOITEZ
BEIOVZ: OBVIEZ
BEIOXZ: BOXIEZ
BEIPRS: BIPERS
BEIPRU: BIPEUR
BEIQRU: BIQUER
        BRIQUE
BEIQSU: BIQUES
        BISQUE
BEIQTU: BIQUET
BEIQUZ: BIQUEZ
BEIRRS: BRISER
BEIRRU: BRUIRE
BEIRRV: VIBRER
BEIRSS: BISSER
        BRISES
        SBIRES
BEIRST: BISTRE
BEIRSU: BRUIES
        BUIRES
BEIRSV: VIBRES
BEIRSY: BYERIS
BEIRSZ: BRISEZ
        BRIZES
BEIRTT: BITTER
BEIRTU: BITURE
        BRUITE
BEIRUV: VIBURE
BEIRVZ: VIBREZ
BEISSS: BISSES
BEISST: BISETS
BEISSU: SUBIES
BEISSZ: BISSEZ
BEISTT: BITTES
BEISTU: BITUES
        SUBITE
BEISTZ: BIZETS
BEISUZ: BUSIEZ
BEITTU: BITTUE
        TITUBE
BEITTZ: BITTEZ
BEITUZ: BIZUTE
        BUTIEZ
        TUBIEZ
BEIUVZ: BUVIEZ
BEJJUU: JUJUBE
BEJOST: OBJETS
BEKNRU: BUNKER
BEKORR: BROKER
BEKORU: BOUREK
BEKOUZ: OUZBEK
BEKSUZ: UZBEKS
BELLOT: BELLOT
BELLOU: BOULLE
        LOBULE
BELLRU: BULLER
BELLSU: BULLES
BELLUZ: BULLEZ
BELMOP: PLOMBE
BELMOS: BEMOLS
        LOMBES
        OMBLES
BELNOS: BELONS
        NOBELS
        NOBLES
BELNOT: LOBENT
BELNOZ: BENZOL
BELOOR: BOLERO
BELOOS: OBOLES
BELOPU: PUEBLO
BELOQU: BLOQUE
BELORU: BOULER
        ROUBLE
BELOST: BOLETS
        ELBOTS
BELOSU: BLOUSE
        BOULES
BELOTU: BOULET
BELOUX: BOLEUX
BELOUZ: BOULEZ
BELRRU: BRULER
BELRSU: BRULES
        BURLES
        SUBLER
BELRSY: BERYLS
BELRTU: BLUTER
        TRUBLE
BELRUZ: BRULEZ
BELSSU: SUBLES
BELSTU: BLUETS
        BLUTES
        SUBLET
BELSUU: SUBULE
BELSUZ: SUBLEZ
BELTUU: TUBULE
BELTUY: BUTYLE
BELTUZ: BLUTEZ
BEMMOS: BOMMES
BEMMRU: MEMBRU
BEMNOR: NOMBRE
BEMNRU: EMBRUN
BEMOOR: BOOMER
BEMOPS: POMBES
BEMORR: OMBRER
BEMORS: BROMES
        BROSME
        OMBRES
        SOMBRE
BEMORT: TOMBER
        TROMBE
BEMORU: BOUMER
BEMORZ: OMBREZ
BEMOSS: SOMBES
BEMOST: TOMBES
BEMOTU: BUTOME
        EMBOUT
BEMOTZ: TOMBEZ
BEMPRU: BUMPER
BEMRRU: BRUMER
BEMRSU: BRUMES
BEMSSU: SEBUMS
BENNOS: BONNES
BENNOT: BONNET
BENORR: BORNER
BENORS: BORNES
        SNOBER
BENORT: BRETON
        ROBENT
BENORY: BRYONE
BENORZ: BORNEZ
        BRONZE
BENOSS: BESSON
        SNOBES
BENOST: BENTOS
        BETONS
        BONTES
BENOSZ: BONZES
        SNOBEZ
BENOTU: OBTENU
BENOTX: BOXENT
BENOUV: OBVENU
BENRST: BRENTS
BENRSU: BRUNES
        BURNES
BENRTU: BRUNET
        BURENT
BENSTU: BUSENT
BENTTU: BUTENT
        TUBENT
BEOORS: OROBES
BEOOST: BOOSTE
BEOPRS: PROBES
BEORRS: ROBRES
BEORRT: ROBERT
BEORRU: BORURE
        BOURRE
BEORRY: BROYER
BEORSS: BOSSER
        BROSSE
        SOBRES
        SORBES
BEORST: BEROTS
        REBOTS
        SORBET
BEORSU: BOURES
        BOURSE
        BOUSER
        BROUES
BEORSV: OBVERS
BEORSX: BOXERS
BEORSY: BROYES
BEORTT: BOTTER
BEORTU: BOUTER
        BOUTRE
        BROUET
        BROUTE
        OBTURE
        TOURBE
BEORUU: BOUEUR
BEORUX: BOXEUR
BEORYZ: BROYEZ
BEOSSS: BOSSES
BEOSSU: BOSSUE
        BOUSES
BEOSSZ: BOSSEZ
BEOSTT: BOTTES
BEOSTU: BOUTES
        OBTUSE
BEOSUZ: BOUSEZ
BEOTTZ: BOTTEZ
BEOTUV: BOUVET
BEOTUZ: BOUTEZ
BEOUUX: BOUEUX
BEQRUU: BUQUER
BEQSUU: BUQUES
        BUSQUE
BEQUUZ: BUQUEZ
BERSSU: SUBERS
BERSTU: BRUTES
        REBUTS
        TURBES
BERTTU: BUTTER
BERTUU: BUTEUR
BERUUV: BUVEUR
BERUZZ: BUZZER
BESSSU: BUSSES
BESSTU: BUSTES
BESTTU: BUTTES
BESTUZ: BUZETS
BESUZZ: BUZZES
BETTUZ: BUTTEZ
BEUZZZ: BUZZEZ
BFFIIN: BIFFIN
BFFIOU: BOUFFI
BFFLSU: BLUFFS
BFINOS: BONIFS
BFINOT: BIFTON
BFIORS: FIBROS
        ROSBIF
BFIORU: FOURBI
BFIOSU: BOUIFS
BFORUU: FOURBU
BGGSUY: BUGGYS
BGIILL: BILLIG
BGIIRS: GRISBI
BGINOS: BINGOS
BGINTU: TUBING
BGIORS: BIGORS
BGIORU: GOURBI
BGIOST: BIGOTS
BGLNOO: OBLONG
BGMOOS: GOMBOS
BGNOOS: BONGOS
        GOBONS
BGNOOU: BOUGON
BGORSU: BOURGS
BGRSUY: RUGBYS
BHIOPS: BISHOP
BHIOUX: HIBOUX
BHIRSU: HUBRIS
BHIRSY: HYBRIS
BHITUZ: BIZUTH
BHKOUY: OUBYKH
BHLOTU: HUBLOT
BHLSSU: BLUSHS
BHMRSU: RHUMBS
BIIIKN: BIKINI
BIIKTZ: KIBITZ
BIILNS: BLINIS
BIINOU: BINIOU
BIIRSS: BRISIS
BIJOUX: BIJOUX
BIKOST: BOKITS
BIKUUZ: BUZUKI
BILLNO: BILLON
BILLOT: BILLOT
BILMOS: LIMBOS
BILNOR: RIBLON
BILNOS: BILONS
BILNOU: BOULIN
BILOSU: OUBLIS
BILOTT: BLOTTI
BILRSU: BRULIS
BILSST: STILBS
BILSTU: SUBTIL
BIMMNO: MOMBIN
BIMNSU: NIMBUS
BIMORV: VROMBI
BIMOSZ: ZOMBIS
BINNOS: BINONS
BINOOT: BOITON
BINOPS: BIPONS
BINORS: BORINS
        BRIONS
        ROBINS
BINOSS: BISONS
BINOST: BITONS
        OBTINS
BINOSU: BOUSIN
BINOSV: BOVINS
        OBVINS
BINOTT: BOTTIN
        OBTINT
BINOTV: OBVINT
BINRRU: BRUNIR
BINRSU: BRUNIS
        BURINS
BINRSZ: SBRINZ
BINRTU: BRUNIT
        TRIBUN
        TURBIN
BINSTU: BUTINS
BIOOSV: OVIBOS
BIORST: BISTRO
        RIBOTS
BIORSU: ORIBUS
BIORSV: VIBORS
        VIBROS
BIORTU: BUTOIR
BIOSSU: BISOUS
BIOSTU: BOUTIS
        SUBITO
BIOSUZ: BIZOUS
BIQSTU: QUBITS
BIRSTU: BRUITS
        TRIBUS
BIRTTU: TRIBUT
BISSTU: SUBITS
BISTTU: BITTUS
BISTUZ: BIZUTS
BJMOSU: JUMBOS
BJOOUU: BOUJOU
BKMOSU: KOMBUS
BKOORS: BROOKS
BLMOOS: BLOOMS
BLMOOT: MOBLOT
BLMOPS: PLOMBS
BLNOOS: LOBONS
BLNOOU: BOULON
BLNORU: BRULON
BLOOSS: BOLOSS
BLOOTU: BOULOT
BLORTU: BRULOT
BLOSTU: BULOTS
BMORSU: MORBUS
BNOORS: ROBONS
BNOOSS: BOSONS
BNOOST: BOSTON
BNOOSX: BOXONS
BNOOTU: BOUTON
BNORSU: BURONS
BNOSSU: BUSONS
BNOSTU: BUTONS
        TUBONS
BNOSUV: BUVONS
BOOORR: BORORO
BOORST: ROBOTS
BOOSST: BOOSTS
BOOTUU: TOUBOU
BORRUU: BOURRU
BORSTU: BROUTS
        BUTORS
        TURBOS
BORTTU: TURBOT
BOSSSU: BOSSUS
BOSUYZ: BOUZYS
BRSUUU: URUBUS
BSSSUY: BYSSUS
CCCOSU: COCCUS
CCCOXY: COCCYX
CCDEIL: DECLIC
CCDEOS: CODECS
CCEEHH: CHECHE
CCEEHK: CHECKE
CCEEHO: COCHEE
CCEEHR: CERCHE
        CRECHE
CCEEHS: ECHECS
CCEEIL: CICLEE
CCEEIT: CECITE
CCEELR: CERCLE
CCEEOR: ECORCE
CCEERS: CERCES
CCEHHI: CHICHE
CCEHIL: CHICLE
        CLICHE
CCEHKS: CHECKS
CCEHLO: CLOCHE
CCEHNO: CONCHE
CCEHOR: COCHER
        CROCHE
CCEHOS: COCHES
CCEHOT: COCHET
CCEHOU: COUCHE
CCEHOZ: COCHEZ
CCEHRU: CRUCHE
CCEIIL: CILICE
CCEIIR: RICCIE
CCEILN: CINCLE
CCEILR: CICLER
CCEILS: CICLES
CCEILZ: CICLEZ
CCEIMO: COMICE
CCEINO: COINCE
CCEIOR: CICERO
        OCCIRE
CCEIOS: OCCISE
CCEIOT: COTICE
CCEKOR: COCKER
CCELLO: COLLEC
CCELOO: COCOLE
CCELOU: OCCLUE
CCELRS: CLERCS
CCELSY: CYCLES
CCENOU: CONCUE
CCEOOT: COCOTE
CCEOPU: OCCUPE
CCEORS: ESCROC
        SOCCER
CCEOSS: SECCOS
CCEOSU: COCUES
CCESSU: SUCCES
CCHHII: CHICHI
CCHINO: CHICON
CCHIOR: CROCHI
CCHIOS: CHICOS
CCHIOT: CHICOT
CCHNOO: COCHON
CCHOOS: CHOCOS
        HOCCOS
CCHORU: CROCHU
CCHOST: SCOTCH
CCIIRR: CRICRI
CCIIUU: CUICUI
CCIKLS: CLICKS
CCIMOS: COMICS
CCINOS: CONCIS
CCINSU: SUCCIN
CCLNOU: CONCLU
CCLOOS: COLOCS
CCLOSU: OCCLUS
CCLOSY: CYCLOS
CCLOTU: OCCLUT
CCLSUU: CUCULS
CCNOOO: COCOON
CCNOOS: COCONS
CCNOSU: CONCUS
CCNOTU: CONCUT
CCOOOR: ROCOCO
CCOORR: CROCRO
CCOORS: CROCOS
CCOOUU: COUCOU
CCORSU: CROCUS
CDDEEE: DECEDE
CDDEEI: DECIDE
CDDEEO: DECODE
CDDEIU: DECIDU
CDDEOU: DECOUD
CDEEEL: DECELE
CDEEEP: DEPECE
CDEEER: RECEDE
CDEEES: CEDEES
CDEEEX: EXCEDE
CDEEHR: DERCHE
        DRECHE
CDEEHS: DECHES
CDEEHT: DECHET
CDEEHU: DECHUE
CDEEII: ECIDIE
CDEEIL: DECILE
        DELICE
CDEEIM: DECIME
CDEEIR: DECRIE
CDEEIT: DICTEE
        EDICTE
CDEEIZ: CEDIEZ
CDEELU: CEDULE
CDEENO: ENCODE
CDEENR: CENDRE
CDEENT: CEDENT
        DECENT
CDEEOR: CORDEE
        DECORE
CDEEOS: CODEES
CDEEOT: DECOTE
CDEEOU: COUDEE
CDEERS: CEDRES
CDEERT: DECRET
CDEERU: DECRUE
CDEESU: DECUES
CDEEUV: DECUVE
CDEFNO: FECOND
CDEHIN: CHINDE
CDEHOR: CHORDE
CDEHOU: DOUCHE
CDEHSU: DECHUS
        DUCHES
CDEHTU: DECHUT
CDEIIN: INDICE
CDEIIP: PICIDE
CDEILN: DECLIN
CDEILO: DOCILE
CDEILU: LUCIDE
CDEIMO: DECIMO
CDEINS: SCINDE
CDEIOS: DECOIS
CDEIOT: DECOIT
CDEIOU: DOUCIE
CDEIOZ: CODIEZ
CDEIPU: CUPIDE
CDEIRS: CIDRES
        DECRIS
CDEIRT: CREDIT
        DECRIT
        DICTER
        DIRECT
CDEIRU: CURIDE
        DURCIE
CDEIST: DICTES
CDEISU: DECUIS
CDEITU: DECUIT
CDEITZ: DICTEZ
CDEKOR: DOCKER
CDELOS: DECLOS
        DELCOS
CDELOT: DECLOT
CDEMOS: MEDOCS
CDENOS: CEDONS
        CONDES
        SECOND
CDENOT: CODENT
CDEORR: CORDER
        RECORD
CDEORS: CORDES
        CREDOS
        DECORS
CDEORU: CODEUR
        COUDER
        COUDRE
        RECOUD
CDEORZ: CORDEZ
CDEOST: DOCTES
CDEOSU: COUDES
        DOUCES
        ESCUDO
CDEOTU: DOUCET
CDEOUZ: COUDEZ
CDEOYZ: ZYDECO
CDERSU: DECRUS
        REDUCS
CDERTU: DECRUT
CDIINS: INDICS
CDIIOT: OCTIDI
CDILOS: DOLICS
CDIMOR: DIRCOM
CDINOT: DICTON
CDINOU: DOUCIN
CDINSY: SYNDIC
CDIORU: DOUCIR
CDIOSS: DISCOS
CDIOSU: DOUCIS
CDIOTU: DOUCIT
CDIRRU: DURCIR
CDIRSU: DURCIS
CDIRTU: DURCIT
CDISSU: DISCUS
CDLOOS: CLODOS
CDLOSU: CLOUDS
CDMNOO: CONDOM
CDNOOR: CONDOR
        CORDON
CDNOOS: CODONS
        CONDOS
CDOOUU: COUDOU
CEEEGR: GERCEE
CEEEHL: LECHEE
CEEEHM: EMECHE
        MECHEE
CEEEHP: PECHEE
CEEEHS: ECHEES
        ESCHEE
        SECHEE
CEEEHV: CHEVEE
        EVECHE
CEEEIM: ECIMEE
CEEEIP: EPICEE
CEEEIR: ECRIEE
CEEEJT: EJECTE
CEEELO: ECOLEE
CEEELP: EPECLE
CEEELR: RECELE
CEEELS: CELEES
CEEELU: ECULEE
CEEEMN: MECENE
CEEEMR: CREMEE
        ECREME
CEEEMU: ECUMEE
CEEENO: EOCENE
CEEENR: CERNEE
        CRENEE
        ENCREE
CEEENS: CENSEE
CEEENT: CETENE
CEEEOP: ECOPEE
CEEEOT: ECOTEE
CEEEPR: CREPEE
        PERCEE
        RECEPE
CEEEPS: CEPEES
        ESPECE
CEEEPU: EPUCEE
CEEERR: RECREE
CEEERS: CREEES
CEEERT: CRETEE
        ECRETE
        TERCEE
CEEERU: ECUREE
CEEERV: CREVEE
CEEERX: EXECRE
        EXERCE
CEEESS: CESSEE
CEEFFH: CHEFFE
CEEFHI: FICHEE
CEEFHL: FLECHE
CEEFIL: FICELE
CEEFLU: FECULE
CEEFNN: FENNEC
CEEFNO: FONCEE
CEEFOR: FEROCE
        FORCEE
CEEGIL: GICLEE
CEEGIN: CEIGNE
CEEGIR: CIERGE
CEEGLR: CLERGE
CEEGNO: COGNEE
        NEGOCE
CEEGOR: COGERE
CEEGPS: CEGEPS
CEEGRR: GERCER
CEEGRS: GERCES
CEEGRZ: GERCEZ
CEEHHO: HOCHEE
CEEHHR: HERCHE
CEEHHU: HUCHEE
CEEHIL: HELICE
        LICHEE
CEEHIN: CHINEE
        ECHINE
        NICHEE
CEEHIO: ECHOIE
CEEHIP: CHIPEE
CEEHIR: CHEIRE
        CHERIE
CEEHIS: CHIEES
        SEICHE
CEEHIZ: ECHIEZ
CEEHJU: JUCHEE
CEEHLM: CHELEM
CEEHLO: LOCHEE
CEEHLR: LECHER
        LERCHE
CEEHLS: LECHES
CEEHLV: VELCHE
CEEHLW: WELCHE
CEEHLY: LYCHEE
CEEHLZ: LECHEZ
CEEHMO: CHOMEE
CEEHMR: CHREME
        MECHER
CEEHMS: MECHES
        SCHEME
CEEHMU: MUCHEE
CEEHMZ: MECHEZ
CEEHNP: PENCHE
CEEHNS: CHENES
CEEHNT: CHENET
        ECHENT
CEEHNU: CHENUE
CEEHOP: CHOPEE
        EPOCHE
        POCHEE
CEEHOR: CHOREE
        ROCHEE
CEEHOU: ECHOUE
CEEHOY: CHOYEE
CEEHPR: PECHER
        PERCHE
        PRECHE
CEEHPS: PECHES
        SPEECH
CEEHPU: PECHUE
CEEHPZ: PECHEZ
CEEHQU: CHEQUE
CEEHRR: CHERER
        CHERRE
CEEHRS: CHERES
        ESCHER
        RECHES
        SECHER
CEEHRT: CHERTE
CEEHRU: RUCHEE
CEEHRV: CHEVER
        CHEVRE
CEEHRZ: CHEREZ
CEEHSS: ESCHES
        SECHES
CEEHSU: ECHUES
CEEHSV: CHEVES
CEEHSZ: ESCHEZ
        SECHEZ
CEEHTU: CHUTEE
CEEHTV: CHEVET
CEEHUV: CHEVEU
CEEHVZ: CHEVEZ
CEEIIL: CILIEE
CEEIIV: VICIEE
CEEILL: CILLEE
        ICELLE
CEEILP: PECILE
CEEILR: CELERI
CEEILS: CISELE
        SICLEE
        SIECLE
        SLICEE
CEEILU: ECUEIL
CEEILV: CLIVEE
CEEILZ: CELIEZ
CEEIMN: EMINCE
CEEIMR: ECIMER
CEEIMS: ECIMES
CEEIMZ: ECIMEZ
CEEINP: EPINCE
        PINCEE
CEEINR: INCREE
        RINCEE
CEEINS: CINESE
        NIECES
        SCIENE
CEEINT: CEINTE
CEEINV: EVINCE
CEEIOP: COPIEE
CEEIOZ: ZOECIE
CEEIPR: CREPIE
        EPICER
        PIERCE
CEEIPS: EPICES
        PIECES
CEEIPX: EXCIPE
CEEIPZ: EPICEZ
CEEIRR: ECRIER
        ECRIRE
        RECRIE
CEEIRS: CERISE
        CIREES
        CRIEES
        ECRIES
CEEIRT: CERITE
        ECRITE
        ETRECI
        ICTERE
        RECITE
        TIERCE
CEEIRU: ECURIE
CEEIRV: ECRIVE
CEEIRZ: CREIEZ
        ECRIEZ
CEEISS: SCIEES
CEEIST: CEISTE
        CITEES
CEEISX: EXCISE
CEEITU: CUITEE
CEEITX: EXCITE
CEEJNO: JONCEE
CEEJST: EJECTS
CEEKLT: TECKEL
CEEKRS: CREEKS
CEELLO: COLLEE
        OCELLE
CEELLS: CELLES
        SCELLE
CEELMO: CLEOME
CEELNO: CLONEE
CEELNT: CELENT
CEELNU: ENCULE
        NUCLEE
CEELNY: LYCEEN
        LYCENE
CEELOP: CLOPEE
        ECLOPE
CEELOR: COLERE
        CREOLE
        CROLEE
        ECLORE
        ECOLER
        RECOLE
CEELOS: COLEES
        ECLOSE
        ECOLES
CEELOT: COTELE
CEELOU: CLOUEE
        COULEE
        ECOULE
        OCULEE
CEELOV: VELOCE
CEELOZ: ECOLEZ
CEELPU: PECULE
CEELRS: RECELS
        SCLERE
CEELRU: CERULE
        ECULER
        RECLUE
        RECULE
        ULCERE
CEELST: CELTES
        SELECT
CEELSU: CULEES
        ECLUSE
        ECULES
CEELSY: LYCEES
CEELUV: CUVELE
CEELUX: EXCLUE
CEELUZ: ECULEZ
CEEMNT: CEMENT
CEEMNY: MYCENE
CEEMOT: COMETE
CEEMQU: MECQUE
CEEMRR: CREMER
CEEMRS: CREMES
CEEMRT: CERMET
        CREMET
CEEMRU: ECUMER
CEEMRZ: CREMEZ
CEEMSU: ECUMES
CEEMUZ: ECUMEZ
CEENNO: ENONCE
CEENNS: CENNES
        ENCENS
CEENOP: PONCEE
CEENOR: COREEN
        CORNEE
        ECORNE
        ENCORE
CEENOT: CETONE
        CONTEE
CEENPT: PECTEN
CEENPU: PECUNE
CEENRR: CERNER
        CRENER
        ENCRER
CEENRS: CERNES
        CRENES
        ENCRES
CEENRT: CENTRE
        CREENT
        RECENT
        TENREC
CEENRU: CENURE
CEENRZ: CERNEZ
        CRENEZ
        ENCREZ
CEENSS: CENSES
        SCENES
CEENUV: ENCUVE
CEEOPR: ECOPER
        PECORE
CEEOPS: ECOPES
CEEOPU: COUPEE
CEEOPZ: ECOPEZ
CEEOQU: COQUEE
CEEORS: CORSEE
        OCREES
        SCOREE
CEEORT: ECOTER
CEEORU: COUREE
        ECROUE
CEEORV: CORVEE
CEEOSS: ECOSSE
CEEOST: CETOSE
        COTEES
        ECOTES
CEEOSU: SECOUE
CEEOSX: COXEES
CEEOTT: COTTEE
CEEOTU: COUTEE
        ECOUTE
CEEOTX: EXOCET
CEEOTZ: ECOTEZ
CEEOUV: COUVEE
CEEPQU: PECQUE
CEEPRR: CREPER
        PERCER
CEEPRS: CREPES
        PERCES
CEEPRT: PERCET
CEEPRU: CREPUE
        EPUCER
        PERCUE
CEEPRZ: CREPEZ
        PERCEZ
CEEPSU: EPUCES
        PUCEES
CEEPTY: ECTYPE
CEEPUZ: EPUCEZ
CEEQRU: CERQUE
CEERRS: RECRES
CEERRT: CRETER
        TERCER
CEERRU: ECURER
        RECRUE
        RECURE
CEERRV: CREVER
CEERSS: CESSER
CEERST: CERTES
        CRETES
        SECRET
        TERCES
CEERSU: CERUSE
        CESURE
        CREUSE
        CUREES
        ECRUES
        ECURES
        RECUES
        RECUSE
        SUCREE
CEERSV: CREVES
CEERTT: TERCET
CEERTU: CURETE
        ERUCTE
CEERTZ: CRETEZ
        TERCEZ
CEERUV: REVECU
CEERUX: CEREUX
CEERUY: ECUYER
CEERUZ: ECUREZ
CEERVZ: CREVEZ
CEESSS: CESSES
CEESST: CESTES
        SECTES
CEESSU: SUCEES
CEESSV: VESCES
CEESSZ: CESSEZ
CEESUV: CUVEES
        VECUES
CEESUX: EXCUSE
CEFFHI: CHIFFE
CEFFIO: COIFFE
        OFFICE
CEFFOR: COFFRE
CEFFOU: COUFFE
CEFHIL: FLECHI
CEFHIR: CHERIF
        FICHER
        FRICHE
CEFHIS: FICHES
CEFHIT: CHETIF
        FICHET
CEFHIU: FICHUE
CEFHIZ: FICHEZ
CEFHLO: FLOCHE
CEFINO: CONFIE
CEFINT: INFECT
CEFIOR: FORCIE
CEFIRS: RECIFS
CEFIRT: CERTIF
CEFLOU: COUFLE
CEFNOR: CONFER
        FONCER
        FRONCE
CEFNOS: FONCES
CEFNOZ: FONCEZ
CEFORR: FORCER
CEFORS: FORCES
CEFORZ: FORCEZ
CEGHIN: CHIGNE
CEGHIR: GRICHE
CEGHIU: GUICHE
CEGILN: CINGLE
        CLIGNE
CEGILR: GICLER
CEGILS: GICLES
CEGILZ: GICLEZ
CEGINR: GRINCE
CEGIOT: COGITE
CEGISU: CIGUES
CEGKOS: GECKOS
CEGNOR: COGNER
        CONGRE
CEGNOS: COGNES
        CONGES
CEGNOU: COUGNE
CEGNOY: GYNECO
CEGNOZ: COGNEZ
CEGNSY: CYGNES
CEGORU: COURGE
CEHHIK: CHEIKH
CEHHLU: CHLEUH
CEHHOR: HOCHER
CEHHOS: HOCHES
CEHHOT: HOCHET
CEHHOZ: HOCHEZ
CEHHRU: HUCHER
CEHHSU: HUCHES
CEHHTU: HUCHET
CEHHUZ: HUCHEZ
CEHIIM: CHIMIE
CEHIIP: CHIPIE
CEHIIT: CHIITE
CEHIIZ: CHIIEZ
CEHIKS: CHEIKS
        SCHEIK
CEHILN: CHENIL
        LICHEN
CEHILO: HELICO
CEHILR: LICHER
CEHILS: CHILES
        CHISEL
        LICHES
CEHILT: LETCHI
CEHILZ: LICHEZ
CEHIMN: CHEMIN
CEHIMO: MIOCHE
CEHIMS: MICHES
CEHINN: CHENIN
CEHINR: CHINER
        NICHER
CEHINS: CHENIS
        CHIENS
        CHINES
        INCHES
        NICHES
CEHINT: CHENIT
        CHIENT
        NICHET
CEHINZ: CHINEZ
        NICHEZ
CEHIOP: PIOCHE
CEHIOR: ECHOIR
CEHIOS: CHOIES
CEHIOT: ECHOIT
CEHIOU: OUICHE
CEHIPR: CHIPER
CEHIPS: CHIPES
CEHIPT: PETCHI
        PICHET
CEHIPZ: CHIPEZ
CEHIQU: CHIQUE
        QUICHE
CEHIRR: CHERIR
        CIRRHE
CEHIRS: CHERIS
        RICHES
CEHIRT: CHERIT
        TRICHE
CEHIRU: CHIEUR
        CHIURE
CEHJNO: JONCHE
CEHJRU: JUCHER
CEHJSU: JUCHES
CEHJUZ: JUCHEZ
CEHKOS: CHOKES
CEHKOY: HOCKEY
CEHKST: KETCHS
        SKETCH
CEHLMS: SCHLEM
CEHLNU: LUNCHE
CEHLNY: LYNCHE
CEHLOR: CHLORE
        LOCHER
CEHLOS: LOCHES
        SCHEOL
        SLOCHE
CEHLOU: CHELOU
        LOUCHE
CEHLOZ: LOCHEZ
CEHLPU: PLUCHE
CEHLSU: SCHLEU
CEHLSY: CHYLES
CEHMOR: CHOMER
        CHROME
CEHMOS: CHOMES
        MOCHES
CEHMOU: MOUCHE
CEHMOZ: CHOMEZ
CEHMRU: MUCHER
CEHMSU: CHUMES
        MUCHES
CEHMSY: CHYMES
CEHMUZ: MUCHEZ
CEHNOR: NOCHER
CEHNOS: ECHONS
CEHNOT: TECHNO
CEHNRT: TRENCH
CEHNSU: CHENUS
CEHOPP: CHOPPE
CEHOPR: CHOPER
        POCHER
        PORCHE
        PROCHE
CEHOPS: CHOPES
        POCHES
